province_id,ordre_bulletin,candidat_id,nom,postnom,prenom,sigle,sexe,province,voixobtenues,pour_cand,bv_traites,bv_attendus,pour_bv,electeurs_attendus,bulletins_valides,bulletins_blancs,total_votants,pour_votants,img
7,8,1_1_1_140_260,BUSE,FALAY,GEORGES,INDEPENDANT,M,Nord-Ubangi,48,0.01,1249,1433,87,746993,345668,416,346084,46.33,
7,12,1_1_1_151_271,MAJONDO,MWAMBA,PATRICE,INDEPENDANT,M,Nord-Ubangi,281,0.08,1249,1433,87,746993,345668,416,346084,46.33,
7,2,1_1_1_129_249,MUTAMBA,TUNGUNGA,CONSTANT,DYPRO,M,Nord-Ubangi,143,0.04,1249,1433,87,746993,345668,416,346084,46.33,
7,14,1_1_1_138_258,MUDEKEREZA,BISIMWA,JUSTIN,INDEPENDANT,M,Nord-Ubangi,108,0.03,1249,1433,87,746993,345668,416,346084,46.33,
7,15,1_1_1_134_254,MUKWEGE,MUKENGERE,DENIS,INDEPENDANT,M,Nord-Ubangi,92,0.03,1249,1433,87,746993,345668,416,346084,46.33,
7,16,1_1_1_136_256,NGALASI,KURISINI,AGGREY,INDEPENDANT,M,Nord-Ubangi,162,0.05,1249,1433,87,746993,345668,416,346084,46.33,
7,26,1_1_1_153_273,NGILA,,HENOCK,INDEPENDANT,M,Nord-Ubangi,67,0.02,1249,1433,87,746993,345668,416,346084,46.33,
7,23,1_1_1_132_252,DIONGO,SHAMBA,FRANCK,MLP,M,Nord-Ubangi,43,0.01,1249,1433,87,746993,345668,416,346084,46.33,
7,5,1_1_1_145_265,ANZULUNI,ISILOKETSHI,FLORIBERT,INDEPENDANT,M,Nord-Ubangi,164,0.05,1249,1433,87,746993,345668,416,346084,46.33,
7,22,1_1_1_128_248,MATATA,PONYO,MAPON,LGD,M,Nord-Ubangi,105,0.03,1249,1433,87,746993,345668,416,346084,46.33,
7,1,1_1_1_131_251,RADJABHO,TEBABHO,SOBORABO,CUC,M,Nord-Ubangi,708,0.2,1249,1433,87,746993,345668,416,346084,46.33,
7,24,1_1_1_133_253,MUZITO,FUMUTSHI,ADOLPHE,NOU.EL,M,Nord-Ubangi,86,0.02,1249,1433,87,746993,345668,416,346084,46.33,
7,3,1_1_1_135_255,KATUMBI,CHAPWE,MOISE,ENSEMBLE,M,Nord-Ubangi,8207,2.37,1249,1433,87,746993,345668,416,346084,46.33,
7,17,1_1_1_146_266,NGOY,ILUNGA WA NSENGA,THEODORE,INDEPENDANT,M,Nord-Ubangi,63,0.02,1249,1433,87,746993,345668,416,346084,46.33,
7,9,1_1_1_139_259,IFOKU,MPUTA MPUNGA,MARIE-JOSEE,INDEPENDANT,F,Nord-Ubangi,257,0.07,1249,1433,87,746993,345668,416,346084,46.33,
7,20,1_1_1_143_263,TSHISEKEDI,TSHILOMBO,FELIX ANTOINE,INDEPENDANT,M,Nord-Ubangi,333054,96.35,1249,1433,87,746993,345668,416,346084,46.33,
7,4,1_1_1_149_269,SESANGA,HIPUNGU DJA KASENG KAPITU,DELLY,ENVOL,M,Nord-Ubangi,141,0.04,1249,1433,87,746993,345668,416,346084,46.33,
7,11,1_1_1_150_270,KIKUNI,MASUDI,SETH,INDEPENDANT,M,Nord-Ubangi,80,0.02,1249,1433,87,746993,345668,416,346084,46.33,
7,10,1_1_1_130_250,KAZADI,KANDA,REX,INDEPENDANT,M,Nord-Ubangi,72,0.02,1249,1433,87,746993,345668,416,346084,46.33,
7,7,1_1_1_142_262,BOLAMBA,,TONY CASSIUS,INDEPENDANT,M,Nord-Ubangi,81,0.02,1249,1433,87,746993,345668,416,346084,46.33,
7,18,1_1_1_144_264,NKEMA LILOO,BOKONZI,LOLI,INDEPENDANT,M,Nord-Ubangi,91,0.03,1249,1433,87,746993,345668,416,346084,46.33,
7,19,1_1_1_141_261,TSHIANI K,MUADIAMVITA,NOEL,INDEPENDANT,M,Nord-Ubangi,122,0.04,1249,1433,87,746993,345668,416,346084,46.33,
8,6,1_1_1_148_268,BAENDE,ETAFE ELIKO,JEAN CLAUDE,INDEPENDANT,M,Sud-Ubangi,331,0.05,2044,2508,82,1372237,611614,673,612287,44.62,
8,17,1_1_1_146_266,NGOY,ILUNGA WA NSENGA,THEODORE,INDEPENDANT,M,Sud-Ubangi,81,0.01,2044,2508,82,1372237,611614,673,612287,44.62,
8,5,1_1_1_145_265,ANZULUNI,ISILOKETSHI,FLORIBERT,INDEPENDANT,M,Sud-Ubangi,170,0.03,2044,2508,82,1372237,611614,673,612287,44.62,
8,19,1_1_1_141_261,TSHIANI K,MUADIAMVITA,NOEL,INDEPENDANT,M,Sud-Ubangi,296,0.05,2044,2508,82,1372237,611614,673,612287,44.62,
8,20,1_1_1_143_263,TSHISEKEDI,TSHILOMBO,FELIX ANTOINE,INDEPENDANT,M,Sud-Ubangi,583651,95.43,2044,2508,82,1372237,611614,673,612287,44.62,
8,22,1_1_1_128_248,MATATA,PONYO,MAPON,LGD,M,Sud-Ubangi,286,0.05,2044,2508,82,1372237,611614,673,612287,44.62,
8,16,1_1_1_136_256,NGALASI,KURISINI,AGGREY,INDEPENDANT,M,Sud-Ubangi,357,0.06,2044,2508,82,1372237,611614,673,612287,44.62,
8,10,1_1_1_130_250,KAZADI,KANDA,REX,INDEPENDANT,M,Sud-Ubangi,164,0.03,2044,2508,82,1372237,611614,673,612287,44.62,
8,26,1_1_1_153_273,NGILA,,HENOCK,INDEPENDANT,M,Sud-Ubangi,130,0.02,2044,2508,82,1372237,611614,673,612287,44.62,
8,21,1_1_1_137_257,FAYULU,MADIDI,MARTIN,LAMUKAFAYULU,M,Sud-Ubangi,3290,0.54,2044,2508,82,1372237,611614,673,612287,44.62,
8,14,1_1_1_138_258,MUDEKEREZA,BISIMWA,JUSTIN,INDEPENDANT,M,Sud-Ubangi,85,0.01,2044,2508,82,1372237,611614,673,612287,44.62,
8,1,1_1_1_131_251,RADJABHO,TEBABHO,SOBORABO,CUC,M,Sud-Ubangi,821,0.13,2044,2508,82,1372237,611614,673,612287,44.62,
8,11,1_1_1_150_270,KIKUNI,MASUDI,SETH,INDEPENDANT,M,Sud-Ubangi,154,0.03,2044,2508,82,1372237,611614,673,612287,44.62,
8,2,1_1_1_129_249,MUTAMBA,TUNGUNGA,CONSTANT,DYPRO,M,Sud-Ubangi,544,0.09,2044,2508,82,1372237,611614,673,612287,44.62,
8,4,1_1_1_149_269,SESANGA,HIPUNGU DJA KASENG KAPITU,DELLY,ENVOL,M,Sud-Ubangi,349,0.06,2044,2508,82,1372237,611614,673,612287,44.62,
8,9,1_1_1_139_259,IFOKU,MPUTA MPUNGA,MARIE-JOSEE,INDEPENDANT,F,Sud-Ubangi,370,0.06,2044,2508,82,1372237,611614,673,612287,44.62,
8,7,1_1_1_142_262,BOLAMBA,,TONY CASSIUS,INDEPENDANT,M,Sud-Ubangi,159,0.03,2044,2508,82,1372237,611614,673,612287,44.62,
8,8,1_1_1_140_260,BUSE,FALAY,GEORGES,INDEPENDANT,M,Sud-Ubangi,75,0.01,2044,2508,82,1372237,611614,673,612287,44.62,
8,24,1_1_1_133_253,MUZITO,FUMUTSHI,ADOLPHE,NOU.EL,M,Sud-Ubangi,156,0.03,2044,2508,82,1372237,611614,673,612287,44.62,
8,25,1_1_1_152_272,BILE,BATALI,JOELLE,INDEPENDANT,F,Sud-Ubangi,155,0.03,2044,2508,82,1372237,611614,673,612287,44.62,
8,3,1_1_1_135_255,KATUMBI,CHAPWE,MOISE,ENSEMBLE,M,Sud-Ubangi,18415,3.01,2044,2508,82,1372237,611614,673,612287,44.62,
8,18,1_1_1_144_264,NKEMA LILOO,BOKONZI,LOLI,INDEPENDANT,M,Sud-Ubangi,244,0.04,2044,2508,82,1372237,611614,673,612287,44.62,
8,23,1_1_1_132_252,DIONGO,SHAMBA,FRANCK,MLP,M,Sud-Ubangi,104,0.02,2044,2508,82,1372237,611614,673,612287,44.62,
8,13,1_1_1_147_267,MASALU,ANEDU,ANDRE,INDEPENDANT,M,Sud-Ubangi,260,0.04,2044,2508,82,1372237,611614,673,612287,44.62,
8,12,1_1_1_151_271,MAJONDO,MWAMBA,PATRICE,INDEPENDANT,M,Sud-Ubangi,417,0.07,2044,2508,82,1372237,611614,673,612287,44.62,
8,15,1_1_1_134_254,MUKWEGE,MUKENGERE,DENIS,INDEPENDANT,M,Sud-Ubangi,550,0.09,2044,2508,82,1372237,611614,673,612287,44.62,
9,11,1_1_1_150_270,KIKUNI,MASUDI,SETH,INDEPENDANT,M,Mongala,89,0.02,1277,1834,70,968467,430267,476,430743,44.48,
9,17,1_1_1_146_266,NGOY,ILUNGA WA NSENGA,THEODORE,INDEPENDANT,M,Mongala,49,0.01,1277,1834,70,968467,430267,476,430743,44.48,
9,16,1_1_1_136_256,NGALASI,KURISINI,AGGREY,INDEPENDANT,M,Mongala,225,0.05,1277,1834,70,968467,430267,476,430743,44.48,
9,13,1_1_1_147_267,MASALU,ANEDU,ANDRE,INDEPENDANT,M,Mongala,89,0.02,1277,1834,70,968467,430267,476,430743,44.48,
9,20,1_1_1_143_263,TSHISEKEDI,TSHILOMBO,FELIX ANTOINE,INDEPENDANT,M,Mongala,412667,95.91,1277,1834,70,968467,430267,476,430743,44.48,
9,1,1_1_1_131_251,RADJABHO,TEBABHO,SOBORABO,CUC,M,Mongala,254,0.06,1277,1834,70,968467,430267,476,430743,44.48,
9,3,1_1_1_135_255,KATUMBI,CHAPWE,MOISE,ENSEMBLE,M,Mongala,10076,2.34,1277,1834,70,968467,430267,476,430743,44.48,
9,24,1_1_1_133_253,MUZITO,FUMUTSHI,ADOLPHE,NOU.EL,M,Mongala,554,0.13,1277,1834,70,968467,430267,476,430743,44.48,
9,23,1_1_1_132_252,DIONGO,SHAMBA,FRANCK,MLP,M,Mongala,58,0.01,1277,1834,70,968467,430267,476,430743,44.48,
9,14,1_1_1_138_258,MUDEKEREZA,BISIMWA,JUSTIN,INDEPENDANT,M,Mongala,50,0.01,1277,1834,70,968467,430267,476,430743,44.48,
9,6,1_1_1_148_268,BAENDE,ETAFE ELIKO,JEAN CLAUDE,INDEPENDANT,M,Mongala,569,0.13,1277,1834,70,968467,430267,476,430743,44.48,
9,2,1_1_1_129_249,MUTAMBA,TUNGUNGA,CONSTANT,DYPRO,M,Mongala,227,0.05,1277,1834,70,968467,430267,476,430743,44.48,
9,21,1_1_1_137_257,FAYULU,MADIDI,MARTIN,LAMUKAFAYULU,M,Mongala,3200,0.74,1277,1834,70,968467,430267,476,430743,44.48,
9,8,1_1_1_140_260,BUSE,FALAY,GEORGES,INDEPENDANT,M,Mongala,42,0.01,1277,1834,70,968467,430267,476,430743,44.48,
9,10,1_1_1_130_250,KAZADI,KANDA,REX,INDEPENDANT,M,Mongala,86,0.02,1277,1834,70,968467,430267,476,430743,44.48,
9,26,1_1_1_153_273,NGILA,,HENOCK,INDEPENDANT,M,Mongala,69,0.02,1277,1834,70,968467,430267,476,430743,44.48,
9,15,1_1_1_134_254,MUKWEGE,MUKENGERE,DENIS,INDEPENDANT,M,Mongala,181,0.04,1277,1834,70,968467,430267,476,430743,44.48,
9,19,1_1_1_141_261,TSHIANI K,MUADIAMVITA,NOEL,INDEPENDANT,M,Mongala,161,0.04,1277,1834,70,968467,430267,476,430743,44.48,
9,9,1_1_1_139_259,IFOKU,MPUTA MPUNGA,MARIE-JOSEE,INDEPENDANT,F,Mongala,260,0.06,1277,1834,70,968467,430267,476,430743,44.48,
9,22,1_1_1_128_248,MATATA,PONYO,MAPON,LGD,M,Mongala,211,0.05,1277,1834,70,968467,430267,476,430743,44.48,
9,4,1_1_1_149_269,SESANGA,HIPUNGU DJA KASENG KAPITU,DELLY,ENVOL,M,Mongala,172,0.04,1277,1834,70,968467,430267,476,430743,44.48,
9,18,1_1_1_144_264,NKEMA LILOO,BOKONZI,LOLI,INDEPENDANT,M,Mongala,45,0.01,1277,1834,70,968467,430267,476,430743,44.48,
9,7,1_1_1_142_262,BOLAMBA,,TONY CASSIUS,INDEPENDANT,M,Mongala,110,0.03,1277,1834,70,968467,430267,476,430743,44.48,
9,5,1_1_1_145_265,ANZULUNI,ISILOKETSHI,FLORIBERT,INDEPENDANT,M,Mongala,85,0.02,1277,1834,70,968467,430267,476,430743,44.48,
9,25,1_1_1_152_272,BILE,BATALI,JOELLE,INDEPENDANT,F,Mongala,601,0.14,1277,1834,70,968467,430267,476,430743,44.48,
9,12,1_1_1_151_271,MAJONDO,MWAMBA,PATRICE,INDEPENDANT,M,Mongala,137,0.03,1277,1834,70,968467,430267,476,430743,44.48,
10,13,1_1_1_147_267,MASALU,ANEDU,ANDRE,INDEPENDANT,M,Tshuapa,207,0.07,978,1633,60,758788,286222,788,287010,37.82,
10,16,1_1_1_136_256,NGALASI,KURISINI,AGGREY,INDEPENDANT,M,Tshuapa,114,0.04,978,1633,60,758788,286222,788,287010,37.82,
10,22,1_1_1_128_248,MATATA,PONYO,MAPON,LGD,M,Tshuapa,180,0.06,978,1633,60,758788,286222,788,287010,37.82,
10,1,1_1_1_131_251,RADJABHO,TEBABHO,SOBORABO,CUC,M,Tshuapa,403,0.14,978,1633,60,758788,286222,788,287010,37.82,
10,19,1_1_1_141_261,TSHIANI K,MUADIAMVITA,NOEL,INDEPENDANT,M,Tshuapa,107,0.04,978,1633,60,758788,286222,788,287010,37.82,
10,18,1_1_1_144_264,NKEMA LILOO,BOKONZI,LOLI,INDEPENDANT,M,Tshuapa,9741,3.4,978,1633,60,758788,286222,788,287010,37.82,
10,6,1_1_1_148_268,BAENDE,ETAFE ELIKO,JEAN CLAUDE,INDEPENDANT,M,Tshuapa,411,0.14,978,1633,60,758788,286222,788,287010,37.82,
10,3,1_1_1_135_255,KATUMBI,CHAPWE,MOISE,ENSEMBLE,M,Tshuapa,5871,2.05,978,1633,60,758788,286222,788,287010,37.82,
10,20,1_1_1_143_263,TSHISEKEDI,TSHILOMBO,FELIX ANTOINE,INDEPENDANT,M,Tshuapa,264109,92.27,978,1633,60,758788,286222,788,287010,37.82,
10,9,1_1_1_139_259,IFOKU,MPUTA MPUNGA,MARIE-JOSEE,INDEPENDANT,F,Tshuapa,1827,0.64,978,1633,60,758788,286222,788,287010,37.82,
10,12,1_1_1_151_271,MAJONDO,MWAMBA,PATRICE,INDEPENDANT,M,Tshuapa,185,0.06,978,1633,60,758788,286222,788,287010,37.82,
10,15,1_1_1_134_254,MUKWEGE,MUKENGERE,DENIS,INDEPENDANT,M,Tshuapa,127,0.04,978,1633,60,758788,286222,788,287010,37.82,
10,26,1_1_1_153_273,NGILA,,HENOCK,INDEPENDANT,M,Tshuapa,69,0.02,978,1633,60,758788,286222,788,287010,37.82,
10,7,1_1_1_142_262,BOLAMBA,,TONY CASSIUS,INDEPENDANT,M,Tshuapa,143,0.05,978,1633,60,758788,286222,788,287010,37.82,
10,2,1_1_1_129_249,MUTAMBA,TUNGUNGA,CONSTANT,DYPRO,M,Tshuapa,75,0.03,978,1633,60,758788,286222,788,287010,37.82,
10,4,1_1_1_149_269,SESANGA,HIPUNGU DJA KASENG KAPITU,DELLY,ENVOL,M,Tshuapa,176,0.06,978,1633,60,758788,286222,788,287010,37.82,
10,11,1_1_1_150_270,KIKUNI,MASUDI,SETH,INDEPENDANT,M,Tshuapa,104,0.04,978,1633,60,758788,286222,788,287010,37.82,
10,25,1_1_1_152_272,BILE,BATALI,JOELLE,INDEPENDANT,F,Tshuapa,76,0.03,978,1633,60,758788,286222,788,287010,37.82,
10,8,1_1_1_140_260,BUSE,FALAY,GEORGES,INDEPENDANT,M,Tshuapa,60,0.02,978,1633,60,758788,286222,788,287010,37.82,
10,10,1_1_1_130_250,KAZADI,KANDA,REX,INDEPENDANT,M,Tshuapa,79,0.03,978,1633,60,758788,286222,788,287010,37.82,
10,17,1_1_1_146_266,NGOY,ILUNGA WA NSENGA,THEODORE,INDEPENDANT,M,Tshuapa,44,0.02,978,1633,60,758788,286222,788,287010,37.82,
10,5,1_1_1_145_265,ANZULUNI,ISILOKETSHI,FLORIBERT,INDEPENDANT,M,Tshuapa,74,0.03,978,1633,60,758788,286222,788,287010,37.82,
10,14,1_1_1_138_258,MUDEKEREZA,BISIMWA,JUSTIN,INDEPENDANT,M,Tshuapa,35,0.01,978,1633,60,758788,286222,788,287010,37.82,
10,24,1_1_1_133_253,MUZITO,FUMUTSHI,ADOLPHE,NOU.EL,M,Tshuapa,75,0.03,978,1633,60,758788,286222,788,287010,37.82,
10,23,1_1_1_132_252,DIONGO,SHAMBA,FRANCK,MLP,M,Tshuapa,78,0.03,978,1633,60,758788,286222,788,287010,37.82,
10,21,1_1_1_137_257,FAYULU,MADIDI,MARTIN,LAMUKAFAYULU,M,Tshuapa,1852,0.65,978,1633,60,758788,286222,788,287010,37.82,
11,6,1_1_1_148_268,BAENDE,ETAFE ELIKO,JEAN CLAUDE,INDEPENDANT,M,Tshopo,567,0.1,2380,2499,95,1409186,551162,1151,552313,39.19,
11,4,1_1_1_149_269,SESANGA,HIPUNGU DJA KASENG KAPITU,DELLY,ENVOL,M,Tshopo,874,0.16,2380,2499,95,1409186,551162,1151,552313,39.19,
11,2,1_1_1_129_249,MUTAMBA,TUNGUNGA,CONSTANT,DYPRO,M,Tshopo,2187,0.4,2380,2499,95,1409186,551162,1151,552313,39.19,
11,19,1_1_1_141_261,TSHIANI K,MUADIAMVITA,NOEL,INDEPENDANT,M,Tshopo,357,0.06,2380,2499,95,1409186,551162,1151,552313,39.19,
11,9,1_1_1_139_259,IFOKU,MPUTA MPUNGA,MARIE-JOSEE,INDEPENDANT,F,Tshopo,570,0.1,2380,2499,95,1409186,551162,1151,552313,39.19,
11,26,1_1_1_153_273,NGILA,,HENOCK,INDEPENDANT,M,Tshopo,268,0.05,2380,2499,95,1409186,551162,1151,552313,39.19,
11,24,1_1_1_133_253,MUZITO,FUMUTSHI,ADOLPHE,NOU.EL,M,Tshopo,590,0.11,2380,2499,95,1409186,551162,1151,552313,39.19,
11,8,1_1_1_140_260,BUSE,FALAY,GEORGES,INDEPENDANT,M,Tshopo,349,0.06,2380,2499,95,1409186,551162,1151,552313,39.19,
11,22,1_1_1_128_248,MATATA,PONYO,MAPON,LGD,M,Tshopo,563,0.1,2380,2499,95,1409186,551162,1151,552313,39.19,
11,23,1_1_1_132_252,DIONGO,SHAMBA,FRANCK,MLP,M,Tshopo,396,0.07,2380,2499,95,1409186,551162,1151,552313,39.19,
11,12,1_1_1_151_271,MAJONDO,MWAMBA,PATRICE,INDEPENDANT,M,Tshopo,903,0.16,2380,2499,95,1409186,551162,1151,552313,39.19,
11,7,1_1_1_142_262,BOLAMBA,,TONY CASSIUS,INDEPENDANT,M,Tshopo,344,0.06,2380,2499,95,1409186,551162,1151,552313,39.19,
11,1,1_1_1_131_251,RADJABHO,TEBABHO,SOBORABO,CUC,M,Tshopo,2763,0.5,2380,2499,95,1409186,551162,1151,552313,39.19,
11,13,1_1_1_147_267,MASALU,ANEDU,ANDRE,INDEPENDANT,M,Tshopo,998,0.18,2380,2499,95,1409186,551162,1151,552313,39.19,
11,16,1_1_1_136_256,NGALASI,KURISINI,AGGREY,INDEPENDANT,M,Tshopo,540,0.1,2380,2499,95,1409186,551162,1151,552313,39.19,
11,5,1_1_1_145_265,ANZULUNI,ISILOKETSHI,FLORIBERT,INDEPENDANT,M,Tshopo,564,0.1,2380,2499,95,1409186,551162,1151,552313,39.19,
11,11,1_1_1_150_270,KIKUNI,MASUDI,SETH,INDEPENDANT,M,Tshopo,392,0.07,2380,2499,95,1409186,551162,1151,552313,39.19,
11,21,1_1_1_137_257,FAYULU,MADIDI,MARTIN,LAMUKAFAYULU,M,Tshopo,3543,0.64,2380,2499,95,1409186,551162,1151,552313,39.19,
11,10,1_1_1_130_250,KAZADI,KANDA,REX,INDEPENDANT,M,Tshopo,228,0.04,2380,2499,95,1409186,551162,1151,552313,39.19,
11,17,1_1_1_146_266,NGOY,ILUNGA WA NSENGA,THEODORE,INDEPENDANT,M,Tshopo,114,0.02,2380,2499,95,1409186,551162,1151,552313,39.19,
11,18,1_1_1_144_264,NKEMA LILOO,BOKONZI,LOLI,INDEPENDANT,M,Tshopo,380,0.07,2380,2499,95,1409186,551162,1151,552313,39.19,
11,20,1_1_1_143_263,TSHISEKEDI,TSHILOMBO,FELIX ANTOINE,INDEPENDANT,M,Tshopo,439380,79.72,2380,2499,95,1409186,551162,1151,552313,39.19,
11,3,1_1_1_135_255,KATUMBI,CHAPWE,MOISE,ENSEMBLE,M,Tshopo,92848,16.85,2380,2499,95,1409186,551162,1151,552313,39.19,
11,14,1_1_1_138_258,MUDEKEREZA,BISIMWA,JUSTIN,INDEPENDANT,M,Tshopo,196,0.04,2380,2499,95,1409186,551162,1151,552313,39.19,
11,25,1_1_1_152_272,BILE,BATALI,JOELLE,INDEPENDANT,F,Tshopo,253,0.05,2380,2499,95,1409186,551162,1151,552313,39.19,
11,15,1_1_1_134_254,MUKWEGE,MUKENGERE,DENIS,INDEPENDANT,M,Tshopo,995,0.18,2380,2499,95,1409186,551162,1151,552313,39.19,
12,26,1_1_1_153_273,NGILA,,HENOCK,INDEPENDANT,M,Bas-Uele,138,0.08,950,1092,87,506522,175088,230,175318,34.61,
12,12,1_1_1_151_271,MAJONDO,MWAMBA,PATRICE,INDEPENDANT,M,Bas-Uele,544,0.31,950,1092,87,506522,175088,230,175318,34.61,
12,15,1_1_1_134_254,MUKWEGE,MUKENGERE,DENIS,INDEPENDANT,M,Bas-Uele,239,0.14,950,1092,87,506522,175088,230,175318,34.61,
12,19,1_1_1_141_261,TSHIANI K,MUADIAMVITA,NOEL,INDEPENDANT,M,Bas-Uele,166,0.09,950,1092,87,506522,175088,230,175318,34.61,
12,10,1_1_1_130_250,KAZADI,KANDA,REX,INDEPENDANT,M,Bas-Uele,241,0.14,950,1092,87,506522,175088,230,175318,34.61,
12,6,1_1_1_148_268,BAENDE,ETAFE ELIKO,JEAN CLAUDE,INDEPENDANT,M,Bas-Uele,321,0.18,950,1092,87,506522,175088,230,175318,34.61,
12,9,1_1_1_139_259,IFOKU,MPUTA MPUNGA,MARIE-JOSEE,INDEPENDANT,F,Bas-Uele,473,0.27,950,1092,87,506522,175088,230,175318,34.61,
12,8,1_1_1_140_260,BUSE,FALAY,GEORGES,INDEPENDANT,M,Bas-Uele,153,0.09,950,1092,87,506522,175088,230,175318,34.61,
12,24,1_1_1_133_253,MUZITO,FUMUTSHI,ADOLPHE,NOU.EL,M,Bas-Uele,148,0.08,950,1092,87,506522,175088,230,175318,34.61,
12,3,1_1_1_135_255,KATUMBI,CHAPWE,MOISE,ENSEMBLE,M,Bas-Uele,15881,9.07,950,1092,87,506522,175088,230,175318,34.61,
12,18,1_1_1_144_264,NKEMA LILOO,BOKONZI,LOLI,INDEPENDANT,M,Bas-Uele,226,0.13,950,1092,87,506522,175088,230,175318,34.61,
12,1,1_1_1_131_251,RADJABHO,TEBABHO,SOBORABO,CUC,M,Bas-Uele,1263,0.72,950,1092,87,506522,175088,230,175318,34.61,
12,20,1_1_1_143_263,TSHISEKEDI,TSHILOMBO,FELIX ANTOINE,INDEPENDANT,M,Bas-Uele,150277,85.83,950,1092,87,506522,175088,230,175318,34.61,
12,2,1_1_1_129_249,MUTAMBA,TUNGUNGA,CONSTANT,DYPRO,M,Bas-Uele,417,0.24,950,1092,87,506522,175088,230,175318,34.61,
12,4,1_1_1_149_269,SESANGA,HIPUNGU DJA KASENG KAPITU,DELLY,ENVOL,M,Bas-Uele,666,0.38,950,1092,87,506522,175088,230,175318,34.61,
12,14,1_1_1_138_258,MUDEKEREZA,BISIMWA,JUSTIN,INDEPENDANT,M,Bas-Uele,142,0.08,950,1092,87,506522,175088,230,175318,34.61,
12,22,1_1_1_128_248,MATATA,PONYO,MAPON,LGD,M,Bas-Uele,302,0.17,950,1092,87,506522,175088,230,175318,34.61,
12,21,1_1_1_137_257,FAYULU,MADIDI,MARTIN,LAMUKAFAYULU,M,Bas-Uele,1308,0.75,950,1092,87,506522,175088,230,175318,34.61,
12,7,1_1_1_142_262,BOLAMBA,,TONY CASSIUS,INDEPENDANT,M,Bas-Uele,170,0.1,950,1092,87,506522,175088,230,175318,34.61,
12,25,1_1_1_152_272,BILE,BATALI,JOELLE,INDEPENDANT,F,Bas-Uele,255,0.15,950,1092,87,506522,175088,230,175318,34.61,
12,23,1_1_1_132_252,DIONGO,SHAMBA,FRANCK,MLP,M,Bas-Uele,148,0.08,950,1092,87,506522,175088,230,175318,34.61,
12,5,1_1_1_145_265,ANZULUNI,ISILOKETSHI,FLORIBERT,INDEPENDANT,M,Bas-Uele,357,0.2,950,1092,87,506522,175088,230,175318,34.61,
12,16,1_1_1_136_256,NGALASI,KURISINI,AGGREY,INDEPENDANT,M,Bas-Uele,175,0.1,950,1092,87,506522,175088,230,175318,34.61,
12,17,1_1_1_146_266,NGOY,ILUNGA WA NSENGA,THEODORE,INDEPENDANT,M,Bas-Uele,119,0.07,950,1092,87,506522,175088,230,175318,34.61,
12,11,1_1_1_150_270,KIKUNI,MASUDI,SETH,INDEPENDANT,M,Bas-Uele,179,0.1,950,1092,87,506522,175088,230,175318,34.61,
12,13,1_1_1_147_267,MASALU,ANEDU,ANDRE,INDEPENDANT,M,Bas-Uele,780,0.45,950,1092,87,506522,175088,230,175318,34.61,
13,9,1_1_1_139_259,IFOKU,MPUTA MPUNGA,MARIE-JOSEE,INDEPENDANT,F,Haut-Uele,1054,0.31,1788,1939,92,1020231,342943,471,343414,33.66,
13,19,1_1_1_141_261,TSHIANI K,MUADIAMVITA,NOEL,INDEPENDANT,M,Haut-Uele,822,0.24,1788,1939,92,1020231,342943,471,343414,33.66,
13,4,1_1_1_149_269,SESANGA,HIPUNGU DJA KASENG KAPITU,DELLY,ENVOL,M,Haut-Uele,2950,0.86,1788,1939,92,1020231,342943,471,343414,33.66,
13,14,1_1_1_138_258,MUDEKEREZA,BISIMWA,JUSTIN,INDEPENDANT,M,Haut-Uele,934,0.27,1788,1939,92,1020231,342943,471,343414,33.66,
13,6,1_1_1_148_268,BAENDE,ETAFE ELIKO,JEAN CLAUDE,INDEPENDANT,M,Haut-Uele,1649,0.48,1788,1939,92,1020231,342943,471,343414,33.66,
13,8,1_1_1_140_260,BUSE,FALAY,GEORGES,INDEPENDANT,M,Haut-Uele,724,0.21,1788,1939,92,1020231,342943,471,343414,33.66,
13,20,1_1_1_143_263,TSHISEKEDI,TSHILOMBO,FELIX ANTOINE,INDEPENDANT,M,Haut-Uele,280260,81.72,1788,1939,92,1020231,342943,471,343414,33.66,
13,7,1_1_1_142_262,BOLAMBA,,TONY CASSIUS,INDEPENDANT,M,Haut-Uele,795,0.23,1788,1939,92,1020231,342943,471,343414,33.66,
13,13,1_1_1_147_267,MASALU,ANEDU,ANDRE,INDEPENDANT,M,Haut-Uele,2294,0.67,1788,1939,92,1020231,342943,471,343414,33.66,
13,11,1_1_1_150_270,KIKUNI,MASUDI,SETH,INDEPENDANT,M,Haut-Uele,788,0.23,1788,1939,92,1020231,342943,471,343414,33.66,
13,12,1_1_1_151_271,MAJONDO,MWAMBA,PATRICE,INDEPENDANT,M,Haut-Uele,2161,0.63,1788,1939,92,1020231,342943,471,343414,33.66,
13,10,1_1_1_130_250,KAZADI,KANDA,REX,INDEPENDANT,M,Haut-Uele,581,0.17,1788,1939,92,1020231,342943,471,343414,33.66,
13,15,1_1_1_134_254,MUKWEGE,MUKENGERE,DENIS,INDEPENDANT,M,Haut-Uele,1051,0.31,1788,1939,92,1020231,342943,471,343414,33.66,
13,25,1_1_1_152_272,BILE,BATALI,JOELLE,INDEPENDANT,F,Haut-Uele,698,0.2,1788,1939,92,1020231,342943,471,343414,33.66,
