province_id,ordre_bulletin,candidat_id,nom,sigle,sexe,province,voixobtenues,pour_cand,bv_traites,bv_attendus,pour_bv,electeurs_attendus,bulletins_valides,bulletins_blancs,total_votants,pour_votants,postnom,prenom,img
6,2,1_1_1_129_249,MUTAMBA,DYPRO,M,Equateur,235,0.09,1309,1961,67,1021549,266369,403,266772,26.11,TUNGUNGA,CONSTANT,
7,6,1_1_1_148_268,BAENDE,INDEPENDANT,M,Nord-Ubangi,388,0.11,1249,1433,87,746993,345668,416,346084,46.33,ETAFE ELIKO,JEAN CLAUDE,
7,13,1_1_1_147_267,MASALU,INDEPENDANT,M,Nord-Ubangi,110,0.03,1249,1433,87,746993,345668,416,346084,46.33,ANEDU,ANDRE,
7,21,1_1_1_137_257,FAYULU,LAMUKAFAYULU,M,Nord-Ubangi,926,0.27,1249,1433,87,746993,345668,416,346084,46.33,MADIDI,MARTIN,
7,25,1_1_1_152_272,BILE,INDEPENDANT,F,Nord-Ubangi,69,0.02,1249,1433,87,746993,345668,416,346084,46.33,BATALI,JOELLE,
7,8,1_1_1_140_260,BUSE,INDEPENDANT,M,Nord-Ubangi,48,0.01,1249,1433,87,746993,345668,416,346084,46.33,FALAY,GEORGES,
7,12,1_1_1_151_271,MAJONDO,INDEPENDANT,M,Nord-Ubangi,281,0.08,1249,1433,87,746993,345668,416,346084,46.33,MWAMBA,PATRICE,
7,2,1_1_1_129_249,MUTAMBA,DYPRO,M,Nord-Ubangi,143,0.04,1249,1433,87,746993,345668,416,346084,46.33,TUNGUNGA,CONSTANT,
7,14,1_1_1_138_258,MUDEKEREZA,INDEPENDANT,M,Nord-Ubangi,108,0.03,1249,1433,87,746993,345668,416,346084,46.33,BISIMWA,JUSTIN,
7,15,1_1_1_134_254,MUKWEGE,INDEPENDANT,M,Nord-Ubangi,92,0.03,1249,1433,87,746993,345668,416,346084,46.33,MUKENGERE,DENIS,
7,16,1_1_1_136_256,NGALASI,INDEPENDANT,M,Nord-Ubangi,162,0.05,1249,1433,87,746993,345668,416,346084,46.33,KURISINI,AGGREY,
7,26,1_1_1_153_273,NGILA,INDEPENDANT,M,Nord-Ubangi,67,0.02,1249,1433,87,746993,345668,416,346084,46.33,,HENOCK,
7,23,1_1_1_132_252,DIONGO,MLP,M,Nord-Ubangi,43,0.01,1249,1433,87,746993,345668,416,346084,46.33,SHAMBA,FRANCK,
7,5,1_1_1_145_265,ANZULUNI,INDEPENDANT,M,Nord-Ubangi,164,0.05,1249,1433,87,746993,345668,416,346084,46.33,ISILOKETSHI,FLORIBERT,
7,22,1_1_1_128_248,MATATA,LGD,M,Nord-Ubangi,105,0.03,1249,1433,87,746993,345668,416,346084,46.33,PONYO,MAPON,
7,1,1_1_1_131_251,RADJABHO,CUC,M,Nord-Ubangi,708,0.2,1249,1433,87,746993,345668,416,346084,46.33,TEBABHO,SOBORABO,
7,24,1_1_1_133_253,MUZITO,NOU.EL,M,Nord-Ubangi,86,0.02,1249,1433,87,746993,345668,416,346084,46.33,FUMUTSHI,ADOLPHE,
7,3,1_1_1_135_255,KATUMBI,ENSEMBLE,M,Nord-Ubangi,8207,2.37,1249,1433,87,746993,345668,416,346084,46.33,CHAPWE,MOISE,
7,17,1_1_1_146_266,NGOY,INDEPENDANT,M,Nord-Ubangi,63,0.02,1249,1433,87,746993,345668,416,346084,46.33,ILUNGA WA NSENGA,THEODORE,
7,9,1_1_1_139_259,IFOKU,INDEPENDANT,F,Nord-Ubangi,257,0.07,1249,1433,87,746993,345668,416,346084,46.33,MPUTA MPUNGA,MARIE-JOSEE,
7,20,1_1_1_143_263,TSHISEKEDI,INDEPENDANT,M,Nord-Ubangi,333054,96.35,1249,1433,87,746993,345668,416,346084,46.33,TSHILOMBO,FELIX ANTOINE,
7,4,1_1_1_149_269,SESANGA,ENVOL,M,Nord-Ubangi,141,0.04,1249,1433,87,746993,345668,416,346084,46.33,HIPUNGU DJA KASENG KAPITU,DELLY,
7,11,1_1_1_150_270,KIKUNI,INDEPENDANT,M,Nord-Ubangi,80,0.02,1249,1433,87,746993,345668,416,346084,46.33,MASUDI,SETH,
7,10,1_1_1_130_250,KAZADI,INDEPENDANT,M,Nord-Ubangi,72,0.02,1249,1433,87,746993,345668,416,346084,46.33,KANDA,REX,
7,7,1_1_1_142_262,BOLAMBA,INDEPENDANT,M,Nord-Ubangi,81,0.02,1249,1433,87,746993,345668,416,346084,46.33,,TONY CASSIUS,
7,18,1_1_1_144_264,NKEMA LILOO,INDEPENDANT,M,Nord-Ubangi,91,0.03,1249,1433,87,746993,345668,416,346084,46.33,BOKONZI,LOLI,
7,19,1_1_1_141_261,TSHIANI K,INDEPENDANT,M,Nord-Ubangi,122,0.04,1249,1433,87,746993,345668,416,346084,46.33,MUADIAMVITA,NOEL,
8,6,1_1_1_148_268,BAENDE,INDEPENDANT,M,Sud-Ubangi,331,0.05,2044,2508,82,1372237,611614,673,612287,44.62,ETAFE ELIKO,JEAN CLAUDE,
8,17,1_1_1_146_266,NGOY,INDEPENDANT,M,Sud-Ubangi,81,0.01,2044,2508,82,1372237,611614,673,612287,44.62,ILUNGA WA NSENGA,THEODORE,
8,5,1_1_1_145_265,ANZULUNI,INDEPENDANT,M,Sud-Ubangi,170,0.03,2044,2508,82,1372237,611614,673,612287,44.62,ISILOKETSHI,FLORIBERT,
8,19,1_1_1_141_261,TSHIANI K,INDEPENDANT,M,Sud-Ubangi,296,0.05,2044,2508,82,1372237,611614,673,612287,44.62,MUADIAMVITA,NOEL,
8,20,1_1_1_143_263,TSHISEKEDI,INDEPENDANT,M,Sud-Ubangi,583651,95.43,2044,2508,82,1372237,611614,673,612287,44.62,TSHILOMBO,FELIX ANTOINE,
8,22,1_1_1_128_248,MATATA,LGD,M,Sud-Ubangi,286,0.05,2044,2508,82,1372237,611614,673,612287,44.62,PONYO,MAPON,
8,16,1_1_1_136_256,NGALASI,INDEPENDANT,M,Sud-Ubangi,357,0.06,2044,2508,82,1372237,611614,673,612287,44.62,KURISINI,AGGREY,
8,10,1_1_1_130_250,KAZADI,INDEPENDANT,M,Sud-Ubangi,164,0.03,2044,2508,82,1372237,611614,673,612287,44.62,KANDA,REX,
8,26,1_1_1_153_273,NGILA,INDEPENDANT,M,Sud-Ubangi,130,0.02,2044,2508,82,1372237,611614,673,612287,44.62,,HENOCK,
8,21,1_1_1_137_257,FAYULU,LAMUKAFAYULU,M,Sud-Ubangi,3290,0.54,2044,2508,82,1372237,611614,673,612287,44.62,MADIDI,MARTIN,
8,14,1_1_1_138_258,MUDEKEREZA,INDEPENDANT,M,Sud-Ubangi,85,0.01,2044,2508,82,1372237,611614,673,612287,44.62,BISIMWA,JUSTIN,
8,1,1_1_1_131_251,RADJABHO,CUC,M,Sud-Ubangi,821,0.13,2044,2508,82,1372237,611614,673,612287,44.62,TEBABHO,SOBORABO,
8,11,1_1_1_150_270,KIKUNI,INDEPENDANT,M,Sud-Ubangi,154,0.03,2044,2508,82,1372237,611614,673,612287,44.62,MASUDI,SETH,
8,2,1_1_1_129_249,MUTAMBA,DYPRO,M,Sud-Ubangi,544,0.09,2044,2508,82,1372237,611614,673,612287,44.62,TUNGUNGA,CONSTANT,
8,4,1_1_1_149_269,SESANGA,ENVOL,M,Sud-Ubangi,349,0.06,2044,2508,82,1372237,611614,673,612287,44.62,HIPUNGU DJA KASENG KAPITU,DELLY,
8,9,1_1_1_139_259,IFOKU,INDEPENDANT,F,Sud-Ubangi,370,0.06,2044,2508,82,1372237,611614,673,612287,44.62,MPUTA MPUNGA,MARIE-JOSEE,
8,7,1_1_1_142_262,BOLAMBA,INDEPENDANT,M,Sud-Ubangi,159,0.03,2044,2508,82,1372237,611614,673,612287,44.62,,TONY CASSIUS,
8,8,1_1_1_140_260,BUSE,INDEPENDANT,M,Sud-Ubangi,75,0.01,2044,2508,82,1372237,611614,673,612287,44.62,FALAY,GEORGES,
8,24,1_1_1_133_253,MUZITO,NOU.EL,M,Sud-Ubangi,156,0.03,2044,2508,82,1372237,611614,673,612287,44.62,FUMUTSHI,ADOLPHE,
8,25,1_1_1_152_272,BILE,INDEPENDANT,F,Sud-Ubangi,155,0.03,2044,2508,82,1372237,611614,673,612287,44.62,BATALI,JOELLE,
8,3,1_1_1_135_255,KATUMBI,ENSEMBLE,M,Sud-Ubangi,18415,3.01,2044,2508,82,1372237,611614,673,612287,44.62,CHAPWE,MOISE,
8,18,1_1_1_144_264,NKEMA LILOO,INDEPENDANT,M,Sud-Ubangi,244,0.04,2044,2508,82,1372237,611614,673,612287,44.62,BOKONZI,LOLI,
8,23,1_1_1_132_252,DIONGO,MLP,M,Sud-Ubangi,104,0.02,2044,2508,82,1372237,611614,673,612287,44.62,SHAMBA,FRANCK,
8,13,1_1_1_147_267,MASALU,INDEPENDANT,M,Sud-Ubangi,260,0.04,2044,2508,82,1372237,611614,673,612287,44.62,ANEDU,ANDRE,
8,12,1_1_1_151_271,MAJONDO,INDEPENDANT,M,Sud-Ubangi,417,0.07,2044,2508,82,1372237,611614,673,612287,44.62,MWAMBA,PATRICE,
8,15,1_1_1_134_254,MUKWEGE,INDEPENDANT,M,Sud-Ubangi,550,0.09,2044,2508,82,1372237,611614,673,612287,44.62,MUKENGERE,DENIS,
9,11,1_1_1_150_270,KIKUNI,INDEPENDANT,M,Mongala,89,0.02,1277,1834,70,968467,430267,476,430743,44.48,MASUDI,SETH,
9,17,1_1_1_146_266,NGOY,INDEPENDANT,M,Mongala,49,0.01,1277,1834,70,968467,430267,476,430743,44.48,ILUNGA WA NSENGA,THEODORE,
9,16,1_1_1_136_256,NGALASI,INDEPENDANT,M,Mongala,225,0.05,1277,1834,70,968467,430267,476,430743,44.48,KURISINI,AGGREY,
9,13,1_1_1_147_267,MASALU,INDEPENDANT,M,Mongala,89,0.02,1277,1834,70,968467,430267,476,430743,44.48,ANEDU,ANDRE,
9,20,1_1_1_143_263,TSHISEKEDI,INDEPENDANT,M,Mongala,412667,95.91,1277,1834,70,968467,430267,476,430743,44.48,TSHILOMBO,FELIX ANTOINE,
9,1,1_1_1_131_251,RADJABHO,CUC,M,Mongala,254,0.06,1277,1834,70,968467,430267,476,430743,44.48,TEBABHO,SOBORABO,
9,3,1_1_1_135_255,KATUMBI,ENSEMBLE,M,Mongala,10076,2.34,1277,1834,70,968467,430267,476,430743,44.48,CHAPWE,MOISE,
9,24,1_1_1_133_253,MUZITO,NOU.EL,M,Mongala,554,0.13,1277,1834,70,968467,430267,476,430743,44.48,FUMUTSHI,ADOLPHE,
9,23,1_1_1_132_252,DIONGO,MLP,M,Mongala,58,0.01,1277,1834,70,968467,430267,476,430743,44.48,SHAMBA,FRANCK,
9,14,1_1_1_138_258,MUDEKEREZA,INDEPENDANT,M,Mongala,50,0.01,1277,1834,70,968467,430267,476,430743,44.48,BISIMWA,JUSTIN,
9,6,1_1_1_148_268,BAENDE,INDEPENDANT,M,Mongala,569,0.13,1277,1834,70,968467,430267,476,430743,44.48,ETAFE ELIKO,JEAN CLAUDE,
9,2,1_1_1_129_249,MUTAMBA,DYPRO,M,Mongala,227,0.05,1277,1834,70,968467,430267,476,430743,44.48,TUNGUNGA,CONSTANT,
9,21,1_1_1_137_257,FAYULU,LAMUKAFAYULU,M,Mongala,3200,0.74,1277,1834,70,968467,430267,476,430743,44.48,MADIDI,MARTIN,
9,8,1_1_1_140_260,BUSE,INDEPENDANT,M,Mongala,42,0.01,1277,1834,70,968467,430267,476,430743,44.48,FALAY,GEORGES,
9,10,1_1_1_130_250,KAZADI,INDEPENDANT,M,Mongala,86,0.02,1277,1834,70,968467,430267,476,430743,44.48,KANDA,REX,
9,26,1_1_1_153_273,NGILA,INDEPENDANT,M,Mongala,69,0.02,1277,1834,70,968467,430267,476,430743,44.48,,HENOCK,
9,15,1_1_1_134_254,MUKWEGE,INDEPENDANT,M,Mongala,181,0.04,1277,1834,70,968467,430267,476,430743,44.48,MUKENGERE,DENIS,
9,19,1_1_1_141_261,TSHIANI K,INDEPENDANT,M,Mongala,161,0.04,1277,1834,70,968467,430267,476,430743,44.48,MUADIAMVITA,NOEL,
9,9,1_1_1_139_259,IFOKU,INDEPENDANT,F,Mongala,260,0.06,1277,1834,70,968467,430267,476,430743,44.48,MPUTA MPUNGA,MARIE-JOSEE,
9,22,1_1_1_128_248,MATATA,LGD,M,Mongala,211,0.05,1277,1834,70,968467,430267,476,430743,44.48,PONYO,MAPON,
9,4,1_1_1_149_269,SESANGA,ENVOL,M,Mongala,172,0.04,1277,1834,70,968467,430267,476,430743,44.48,HIPUNGU DJA KASENG KAPITU,DELLY,
9,18,1_1_1_144_264,NKEMA LILOO,INDEPENDANT,M,Mongala,45,0.01,1277,1834,70,968467,430267,476,430743,44.48,BOKONZI,LOLI,
9,7,1_1_1_142_262,BOLAMBA,INDEPENDANT,M,Mongala,110,0.03,1277,1834,70,968467,430267,476,430743,44.48,,TONY CASSIUS,
9,5,1_1_1_145_265,ANZULUNI,INDEPENDANT,M,Mongala,85,0.02,1277,1834,70,968467,430267,476,430743,44.48,ISILOKETSHI,FLORIBERT,
9,25,1_1_1_152_272,BILE,INDEPENDANT,F,Mongala,601,0.14,1277,1834,70,968467,430267,476,430743,44.48,BATALI,JOELLE,
9,12,1_1_1_151_271,MAJONDO,INDEPENDANT,M,Mongala,137,0.03,1277,1834,70,968467,430267,476,430743,44.48,MWAMBA,PATRICE,
10,13,1_1_1_147_267,MASALU,INDEPENDANT,M,Tshuapa,207,0.07,978,1633,60,758788,286222,788,287010,37.82,ANEDU,ANDRE,
10,16,1_1_1_136_256,NGALASI,INDEPENDANT,M,Tshuapa,114,0.04,978,1633,60,758788,286222,788,287010,37.82,KURISINI,AGGREY,
10,22,1_1_1_128_248,MATATA,LGD,M,Tshuapa,180,0.06,978,1633,60,758788,286222,788,287010,37.82,PONYO,MAPON,
10,1,1_1_1_131_251,RADJABHO,CUC,M,Tshuapa,403,0.14,978,1633,60,758788,286222,788,287010,37.82,TEBABHO,SOBORABO,
10,19,1_1_1_141_261,TSHIANI K,INDEPENDANT,M,Tshuapa,107,0.04,978,1633,60,758788,286222,788,287010,37.82,MUADIAMVITA,NOEL,
10,18,1_1_1_144_264,NKEMA LILOO,INDEPENDANT,M,Tshuapa,9741,3.4,978,1633,60,758788,286222,788,287010,37.82,BOKONZI,LOLI,
10,6,1_1_1_148_268,BAENDE,INDEPENDANT,M,Tshuapa,411,0.14,978,1633,60,758788,286222,788,287010,37.82,ETAFE ELIKO,JEAN CLAUDE,
10,3,1_1_1_135_255,KATUMBI,ENSEMBLE,M,Tshuapa,5871,2.05,978,1633,60,758788,286222,788,287010,37.82,CHAPWE,MOISE,
10,20,1_1_1_143_263,TSHISEKEDI,INDEPENDANT,M,Tshuapa,264109,92.27,978,1633,60,758788,286222,788,287010,37.82,TSHILOMBO,FELIX ANTOINE,
10,9,1_1_1_139_259,IFOKU,INDEPENDANT,F,Tshuapa,1827,0.64,978,1633,60,758788,286222,788,287010,37.82,MPUTA MPUNGA,MARIE-JOSEE,
10,12,1_1_1_151_271,MAJONDO,INDEPENDANT,M,Tshuapa,185,0.06,978,1633,60,758788,286222,788,287010,37.82,MWAMBA,PATRICE,
10,15,1_1_1_134_254,MUKWEGE,INDEPENDANT,M,Tshuapa,127,0.04,978,1633,60,758788,286222,788,287010,37.82,MUKENGERE,DENIS,
10,26,1_1_1_153_273,NGILA,INDEPENDANT,M,Tshuapa,69,0.02,978,1633,60,758788,286222,788,287010,37.82,,HENOCK,
10,7,1_1_1_142_262,BOLAMBA,INDEPENDANT,M,Tshuapa,143,0.05,978,1633,60,758788,286222,788,287010,37.82,,TONY CASSIUS,
10,2,1_1_1_129_249,MUTAMBA,DYPRO,M,Tshuapa,75,0.03,978,1633,60,758788,286222,788,287010,37.82,TUNGUNGA,CONSTANT,
10,4,1_1_1_149_269,SESANGA,ENVOL,M,Tshuapa,176,0.06,978,1633,60,758788,286222,788,287010,37.82,HIPUNGU DJA KASENG KAPITU,DELLY,
10,11,1_1_1_150_270,KIKUNI,INDEPENDANT,M,Tshuapa,104,0.04,978,1633,60,758788,286222,788,287010,37.82,MASUDI,SETH,
10,25,1_1_1_152_272,BILE,INDEPENDANT,F,Tshuapa,76,0.03,978,1633,60,758788,286222,788,287010,37.82,BATALI,JOELLE,
10,8,1_1_1_140_260,BUSE,INDEPENDANT,M,Tshuapa,60,0.02,978,1633,60,758788,286222,788,287010,37.82,FALAY,GEORGES,
10,10,1_1_1_130_250,KAZADI,INDEPENDANT,M,Tshuapa,79,0.03,978,1633,60,758788,286222,788,287010,37.82,KANDA,REX,
10,17,1_1_1_146_266,NGOY,INDEPENDANT,M,Tshuapa,44,0.02,978,1633,60,758788,286222,788,287010,37.82,ILUNGA WA NSENGA,THEODORE,
10,5,1_1_1_145_265,ANZULUNI,INDEPENDANT,M,Tshuapa,74,0.03,978,1633,60,758788,286222,788,287010,37.82,ISILOKETSHI,FLORIBERT,
10,14,1_1_1_138_258,MUDEKEREZA,INDEPENDANT,M,Tshuapa,35,0.01,978,1633,60,758788,286222,788,287010,37.82,BISIMWA,JUSTIN,
10,24,1_1_1_133_253,MUZITO,NOU.EL,M,Tshuapa,75,0.03,978,1633,60,758788,286222,788,287010,37.82,FUMUTSHI,ADOLPHE,
10,23,1_1_1_132_252,DIONGO,MLP,M,Tshuapa,78,0.03,978,1633,60,758788,286222,788,287010,37.82,SHAMBA,FRANCK,
10,21,1_1_1_137_257,FAYULU,LAMUKAFAYULU,M,Tshuapa,1852,0.65,978,1633,60,758788,286222,788,287010,37.82,MADIDI,MARTIN,
11,6,1_1_1_148_268,BAENDE,INDEPENDANT,M,Tshopo,567,0.1,2380,2499,95,1409186,551162,1151,552313,39.19,ETAFE ELIKO,JEAN CLAUDE,
11,4,1_1_1_149_269,SESANGA,ENVOL,M,Tshopo,874,0.16,2380,2499,95,1409186,551162,1151,552313,39.19,HIPUNGU DJA KASENG KAPITU,DELLY,
11,2,1_1_1_129_249,MUTAMBA,DYPRO,M,Tshopo,2187,0.4,2380,2499,95,1409186,551162,1151,552313,39.19,TUNGUNGA,CONSTANT,
11,19,1_1_1_141_261,TSHIANI K,INDEPENDANT,M,Tshopo,357,0.06,2380,2499,95,1409186,551162,1151,552313,39.19,MUADIAMVITA,NOEL,
11,9,1_1_1_139_259,IFOKU,INDEPENDANT,F,Tshopo,570,0.1,2380,2499,95,1409186,551162,1151,552313,39.19,MPUTA MPUNGA,MARIE-JOSEE,
11,26,1_1_1_153_273,NGILA,INDEPENDANT,M,Tshopo,268,0.05,2380,2499,95,1409186,551162,1151,552313,39.19,,HENOCK,
11,24,1_1_1_133_253,MUZITO,NOU.EL,M,Tshopo,590,0.11,2380,2499,95,1409186,551162,1151,552313,39.19,FUMUTSHI,ADOLPHE,
11,8,1_1_1_140_260,BUSE,INDEPENDANT,M,Tshopo,349,0.06,2380,2499,95,1409186,551162,1151,552313,39.19,FALAY,GEORGES,
11,22,1_1_1_128_248,MATATA,LGD,M,Tshopo,563,0.1,2380,2499,95,1409186,551162,1151,552313,39.19,PONYO,MAPON,
11,23,1_1_1_132_252,DIONGO,MLP,M,Tshopo,396,0.07,2380,2499,95,1409186,551162,1151,552313,39.19,SHAMBA,FRANCK,
11,12,1_1_1_151_271,MAJONDO,INDEPENDANT,M,Tshopo,903,0.16,2380,2499,95,1409186,551162,1151,552313,39.19,MWAMBA,PATRICE,
11,7,1_1_1_142_262,BOLAMBA,INDEPENDANT,M,Tshopo,344,0.06,2380,2499,95,1409186,551162,1151,552313,39.19,,TONY CASSIUS,
11,1,1_1_1_131_251,RADJABHO,CUC,M,Tshopo,2763,0.5,2380,2499,95,1409186,551162,1151,552313,39.19,TEBABHO,SOBORABO,
11,13,1_1_1_147_267,MASALU,INDEPENDANT,M,Tshopo,998,0.18,2380,2499,95,1409186,551162,1151,552313,39.19,ANEDU,ANDRE,
11,16,1_1_1_136_256,NGALASI,INDEPENDANT,M,Tshopo,540,0.1,2380,2499,95,1409186,551162,1151,552313,39.19,KURISINI,AGGREY,
11,5,1_1_1_145_265,ANZULUNI,INDEPENDANT,M,Tshopo,564,0.1,2380,2499,95,1409186,551162,1151,552313,39.19,ISILOKETSHI,FLORIBERT,
11,11,1_1_1_150_270,KIKUNI,INDEPENDANT,M,Tshopo,392,0.07,2380,2499,95,1409186,551162,1151,552313,39.19,MASUDI,SETH,
11,21,1_1_1_137_257,FAYULU,LAMUKAFAYULU,M,Tshopo,3543,0.64,2380,2499,95,1409186,551162,1151,552313,39.19,MADIDI,MARTIN,
11,10,1_1_1_130_250,KAZADI,INDEPENDANT,M,Tshopo,228,0.04,2380,2499,95,1409186,551162,1151,552313,39.19,KANDA,REX,
11,17,1_1_1_146_266,NGOY,INDEPENDANT,M,Tshopo,114,0.02,2380,2499,95,1409186,551162,1151,552313,39.19,ILUNGA WA NSENGA,THEODORE,
11,18,1_1_1_144_264,NKEMA LILOO,INDEPENDANT,M,Tshopo,380,0.07,2380,2499,95,1409186,551162,1151,552313,39.19,BOKONZI,LOLI,
11,20,1_1_1_143_263,TSHISEKEDI,INDEPENDANT,M,Tshopo,439380,79.72,2380,2499,95,1409186,551162,1151,552313,39.19,TSHILOMBO,FELIX ANTOINE,
11,3,1_1_1_135_255,KATUMBI,ENSEMBLE,M,Tshopo,92848,16.85,2380,2499,95,1409186,551162,1151,552313,39.19,CHAPWE,MOISE,
11,14,1_1_1_138_258,MUDEKEREZA,INDEPENDANT,M,Tshopo,196,0.04,2380,2499,95,1409186,551162,1151,552313,39.19,BISIMWA,JUSTIN,
11,25,1_1_1_152_272,BILE,INDEPENDANT,F,Tshopo,253,0.05,2380,2499,95,1409186,551162,1151,552313,39.19,BATALI,JOELLE,
11,15,1_1_1_134_254,MUKWEGE,INDEPENDANT,M,Tshopo,995,0.18,2380,2499,95,1409186,551162,1151,552313,39.19,MUKENGERE,DENIS,
12,26,1_1_1_153_273,NGILA,INDEPENDANT,M,Bas-Uele,138,0.08,950,1092,87,506522,175088,230,175318,34.61,,HENOCK,
12,12,1_1_1_151_271,MAJONDO,INDEPENDANT,M,Bas-Uele,544,0.31,950,1092,87,506522,175088,230,175318,34.61,MWAMBA,PATRICE,
12,15,1_1_1_134_254,MUKWEGE,INDEPENDANT,M,Bas-Uele,239,0.14,950,1092,87,506522,175088,230,175318,34.61,MUKENGERE,DENIS,
12,19,1_1_1_141_261,TSHIANI K,INDEPENDANT,M,Bas-Uele,166,0.09,950,1092,87,506522,175088,230,175318,34.61,MUADIAMVITA,NOEL,
12,10,1_1_1_130_250,KAZADI,INDEPENDANT,M,Bas-Uele,241,0.14,950,1092,87,506522,175088,230,175318,34.61,KANDA,REX,
12,6,1_1_1_148_268,BAENDE,INDEPENDANT,M,Bas-Uele,321,0.18,950,1092,87,506522,175088,230,175318,34.61,ETAFE ELIKO,JEAN CLAUDE,
12,9,1_1_1_139_259,IFOKU,INDEPENDANT,F,Bas-Uele,473,0.27,950,1092,87,506522,175088,230,175318,34.61,MPUTA MPUNGA,MARIE-JOSEE,
12,8,1_1_1_140_260,BUSE,INDEPENDANT,M,Bas-Uele,153,0.09,950,1092,87,506522,175088,230,175318,34.61,FALAY,GEORGES,
12,24,1_1_1_133_253,MUZITO,NOU.EL,M,Bas-Uele,148,0.08,950,1092,87,506522,175088,230,175318,34.61,FUMUTSHI,ADOLPHE,
12,3,1_1_1_135_255,KATUMBI,ENSEMBLE,M,Bas-Uele,15881,9.07,950,1092,87,506522,175088,230,175318,34.61,CHAPWE,MOISE,
12,18,1_1_1_144_264,NKEMA LILOO,INDEPENDANT,M,Bas-Uele,226,0.13,950,1092,87,506522,175088,230,175318,34.61,BOKONZI,LOLI,
12,1,1_1_1_131_251,RADJABHO,CUC,M,Bas-Uele,1263,0.72,950,1092,87,506522,175088,230,175318,34.61,TEBABHO,SOBORABO,
12,20,1_1_1_143_263,TSHISEKEDI,INDEPENDANT,M,Bas-Uele,150277,85.83,950,1092,87,506522,175088,230,175318,34.61,TSHILOMBO,FELIX ANTOINE,
12,2,1_1_1_129_249,MUTAMBA,DYPRO,M,Bas-Uele,417,0.24,950,1092,87,506522,175088,230,175318,34.61,TUNGUNGA,CONSTANT,
12,4,1_1_1_149_269,SESANGA,ENVOL,M,Bas-Uele,666,0.38,950,1092,87,506522,175088,230,175318,34.61,HIPUNGU DJA KASENG KAPITU,DELLY,
12,14,1_1_1_138_258,MUDEKEREZA,INDEPENDANT,M,Bas-Uele,142,0.08,950,1092,87,506522,175088,230,175318,34.61,BISIMWA,JUSTIN,
12,22,1_1_1_128_248,MATATA,LGD,M,Bas-Uele,302,0.17,950,1092,87,506522,175088,230,175318,34.61,PONYO,MAPON,
12,21,1_1_1_137_257,FAYULU,LAMUKAFAYULU,M,Bas-Uele,1308,0.75,950,1092,87,506522,175088,230,175318,34.61,MADIDI,MARTIN,
12,7,1_1_1_142_262,BOLAMBA,INDEPENDANT,M,Bas-Uele,170,0.1,950,1092,87,506522,175088,230,175318,34.61,,TONY CASSIUS,
12,25,1_1_1_152_272,BILE,INDEPENDANT,F,Bas-Uele,255,0.15,950,1092,87,506522,175088,230,175318,34.61,BATALI,JOELLE,
12,23,1_1_1_132_252,DIONGO,MLP,M,Bas-Uele,148,0.08,950,1092,87,506522,175088,230,175318,34.61,SHAMBA,FRANCK,
12,5,1_1_1_145_265,ANZULUNI,INDEPENDANT,M,Bas-Uele,357,0.2,950,1092,87,506522,175088,230,175318,34.61,ISILOKETSHI,FLORIBERT,
12,16,1_1_1_136_256,NGALASI,INDEPENDANT,M,Bas-Uele,175,0.1,950,1092,87,506522,175088,230,175318,34.61,KURISINI,AGGREY,
12,17,1_1_1_146_266,NGOY,INDEPENDANT,M,Bas-Uele,119,0.07,950,1092,87,506522,175088,230,175318,34.61,ILUNGA WA NSENGA,THEODORE,
12,11,1_1_1_150_270,KIKUNI,INDEPENDANT,M,Bas-Uele,179,0.1,950,1092,87,506522,175088,230,175318,34.61,MASUDI,SETH,
12,13,1_1_1_147_267,MASALU,INDEPENDANT,M,Bas-Uele,780,0.45,950,1092,87,506522,175088,230,175318,34.61,ANEDU,ANDRE,
13,9,1_1_1_139_259,IFOKU,INDEPENDANT,F,Haut-Uele,1054,0.31,1788,1939,92,1020231,342943,471,343414,33.66,MPUTA MPUNGA,MARIE-JOSEE,
13,19,1_1_1_141_261,TSHIANI K,INDEPENDANT,M,Haut-Uele,822,0.24,1788,1939,92,1020231,342943,471,343414,33.66,MUADIAMVITA,NOEL,
13,4,1_1_1_149_269,SESANGA,ENVOL,M,Haut-Uele,2950,0.86,1788,1939,92,1020231,342943,471,343414,33.66,HIPUNGU DJA KASENG KAPITU,DELLY,
13,14,1_1_1_138_258,MUDEKEREZA,INDEPENDANT,M,Haut-Uele,934,0.27,1788,1939,92,1020231,342943,471,343414,33.66,BISIMWA,JUSTIN,
13,6,1_1_1_148_268,BAENDE,INDEPENDANT,M,Haut-Uele,1649,0.48,1788,1939,92,1020231,342943,471,343414,33.66,ETAFE ELIKO,JEAN CLAUDE,
13,8,1_1_1_140_260,BUSE,INDEPENDANT,M,Haut-Uele,724,0.21,1788,1939,92,1020231,342943,471,343414,33.66,FALAY,GEORGES,
13,20,1_1_1_143_263,TSHISEKEDI,INDEPENDANT,M,Haut-Uele,280260,81.72,1788,1939,92,1020231,342943,471,343414,33.66,TSHILOMBO,FELIX ANTOINE,
13,7,1_1_1_142_262,BOLAMBA,INDEPENDANT,M,Haut-Uele,795,0.23,1788,1939,92,1020231,342943,471,343414,33.66,,TONY CASSIUS,
13,13,1_1_1_147_267,MASALU,INDEPENDANT,M,Haut-Uele,2294,0.67,1788,1939,92,1020231,342943,471,343414,33.66,ANEDU,ANDRE,
