voting_site_id,1_1_1_128_248,1_1_1_129_249,1_1_1_130_250,1_1_1_131_251,1_1_1_132_252,1_1_1_133_253,1_1_1_134_254,1_1_1_135_255,1_1_1_136_256,1_1_1_137_257,1_1_1_138_258,1_1_1_139_259,1_1_1_140_260,1_1_1_141_261,1_1_1_142_262,1_1_1_143_263,1_1_1_144_264,1_1_1_145_265,1_1_1_146_266,1_1_1_147_267,1_1_1_148_268,1_1_1_149_269,1_1_1_150_270,1_1_1_151_271,1_1_1_152_272,1_1_1_153_273,1_1_1_999_999
3053027,0,0,0,0,0,0,0,17,0,36,0,0,0,2,0,98,0,0,0,1,0,2,0,0,0,0,1
3053028,0,0,0,0,0,4,0,22,0,26,0,1,0,1,0,331,0,0,0,0,0,0,0,0,0,0,0
3053029,0,0,0,1,0,3,0,4,0,7,0,2,0,0,0,227,0,0,0,0,0,2,1,0,3,2,0
3053030,0,0,0,0,0,1,0,50,0,13,0,1,0,0,0,52,0,0,0,0,0,0,0,1,0,1,1
3053031,0,0,0,0,0,6,1,42,0,14,0,0,0,0,0,256,0,0,0,0,0,0,1,0,0,0,0
3053032,1,0,0,1,0,2,0,11,0,2,0,1,0,0,0,73,0,0,0,1,0,1,3,0,1,0,0
3053033,0,0,0,0,2,12,0,18,0,9,0,0,0,1,0,262,0,3,0,0,0,1,1,0,0,2,0
3053034,0,1,0,3,0,1,0,21,0,49,0,1,0,0,0,139,0,4,0,0,0,6,2,1,0,1,0
3053035,0,0,0,0,0,3,0,9,0,20,0,0,0,0,0,449,0,0,0,0,0,0,0,0,0,0,0
3053036,0,0,0,2,1,25,0,81,0,29,0,1,0,1,1,130,0,2,0,1,0,3,0,1,0,1,0
3053037,1,2,0,3,0,32,0,34,1,52,0,0,0,0,0,112,0,1,0,1,0,9,0,1,1,2,0
3053038,1,1,0,1,3,31,0,31,0,25,1,1,0,0,3,387,0,1,0,1,1,2,0,1,0,0,6
3053039,2,1,2,5,1,9,1,91,0,21,0,5,0,3,1,231,3,3,0,3,2,10,3,4,2,1,0
3053040,3,0,0,1,0,6,1,14,0,14,0,0,0,0,0,369,0,0,0,0,0,2,0,0,0,1,0
3053041,3,0,0,0,0,10,1,107,1,32,1,1,0,0,0,270,1,1,1,1,0,1,1,0,0,1,1
3053042,0,0,0,0,0,2,0,27,0,75,0,0,0,0,0,174,0,0,0,0,0,2,0,0,0,0,0
3053043,2,0,0,0,1,8,1,16,1,18,0,3,0,1,0,283,0,0,0,0,0,0,0,0,2,0,0
3053044,0,0,0,0,0,46,0,9,0,3,0,0,0,0,0,106,0,0,0,0,0,3,0,0,0,0,1
3053045,0,0,0,0,1,4,0,99,0,22,0,0,0,0,1,172,0,0,0,1,0,2,0,0,0,1,1
3053046,0,0,0,1,0,30,0,1,0,7,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0
3053047,0,0,0,0,0,5,0,69,0,12,0,0,0,0,0,232,0,0,0,0,0,1,0,0,0,0,0
3053048,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,159,0,0,0,0,0,1,0,1,0,0,0
3053049,0,0,0,0,0,4,0,31,0,15,0,0,0,1,0,124,1,0,0,1,0,2,1,3,0,0,0
3053050,0,0,0,1,0,16,1,3,0,15,0,2,0,2,0,132,0,2,0,0,0,1,0,3,0,3,6
3053051,0,0,0,0,0,27,0,0,0,10,0,0,0,0,1,150,0,0,0,0,0,0,0,0,0,0,0
3053052,0,0,0,0,0,42,0,3,0,2,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0
3053053,0,0,0,4,1,23,0,70,0,14,0,0,0,0,1,398,0,1,1,0,0,0,0,1,0,2,0
3053054,1,0,0,0,1,68,0,1,0,1,0,0,0,0,0,214,0,0,0,0,0,0,0,1,0,0,0
3053055,0,2,2,3,3,10,0,16,0,5,0,1,0,2,0,243,4,1,1,4,0,3,0,0,0,5,0
3053056,1,0,0,3,0,4,0,1,0,27,0,0,1,0,0,140,0,0,0,0,0,0,0,0,0,0,0
3053057,0,0,0,2,0,4,0,1,1,1,0,0,0,0,0,274,0,0,0,0,0,0,0,0,2,0,1
3053058,0,0,0,0,0,1,0,6,0,4,0,0,0,0,0,146,0,1,0,0,0,1,0,0,0,1,0
3053059,0,0,0,1,0,3,0,1,0,3,0,0,0,1,0,111,0,0,0,0,0,0,0,0,0,0,1
3053060,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0
3053061,0,0,0,0,2,2,0,8,0,2,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0
3053062,0,0,0,0,2,5,0,3,0,0,0,0,0,0,0,243,0,0,0,0,0,0,1,0,0,0,0
3053063,0,0,0,0,0,2,0,20,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,1,0
3053064,0,0,1,1,1,11,1,11,1,5,0,2,0,0,1,143,2,0,0,2,0,0,0,2,0,2,1
3053065,0,0,0,2,0,0,0,1,0,5,0,0,0,0,0,194,0,2,0,0,1,0,0,0,0,0,1
3053066,0,0,0,0,0,11,0,4,0,29,0,0,0,0,0,92,0,0,0,0,0,0,0,1,0,1,0
3053067,0,0,0,2,1,18,1,9,0,23,0,0,0,0,0,81,0,6,0,3,0,0,0,0,0,0,0
3053068,1,2,0,0,2,2,1,7,0,4,0,1,0,0,0,175,1,0,0,0,0,0,0,1,0,0,1
3053069,1,1,0,1,3,5,0,18,0,10,0,0,0,1,1,105,0,0,0,1,0,0,2,2,0,0,0
3053070,0,0,0,1,2,53,1,6,0,10,0,0,0,5,0,47,0,1,0,1,0,1,0,1,0,3,0
3053071,0,0,0,0,2,96,0,5,0,22,0,1,0,0,0,272,0,0,0,0,0,1,0,0,1,0,0
3053072,0,1,0,0,2,6,0,16,0,10,0,0,0,1,0,59,1,0,0,0,0,0,1,1,0,0,0
3053073,2,0,0,0,0,19,1,2,0,17,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0
3053074,0,0,1,0,8,0,1,1,0,2,0,0,0,2,0,107,0,0,0,5,0,0,0,2,0,7,0
3053075,0,1,0,0,1,27,0,12,0,2,0,0,0,0,0,186,0,3,0,0,0,2,2,0,0,1,0
3053076,0,0,0,2,0,1,0,1,0,7,0,0,0,0,0,112,1,0,0,0,0,0,0,0,0,0,0
3053077,0,0,0,0,0,9,0,3,0,5,0,0,0,0,0,204,1,0,0,0,0,0,0,0,0,0,0
3053078,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,217,1,0,0,0,0,0,0,0,0,0,0
3053079,1,0,0,0,0,3,1,60,0,14,0,0,0,0,0,97,0,0,0,0,0,0,0,1,0,1,0
3053080,0,0,0,0,0,1,0,4,0,7,0,0,0,0,0,124,0,1,0,0,0,0,0,0,0,0,3
3053081,2,0,0,0,0,5,0,0,0,4,1,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0
3053082,1,0,0,1,0,60,1,6,0,11,0,0,0,1,0,379,0,0,1,1,0,0,0,1,2,0,0
3053083,0,0,0,0,0,12,0,1,0,16,0,0,0,2,0,445,0,0,0,0,0,1,1,0,0,0,1
3053084,0,0,0,0,0,1,0,21,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0
3053085,0,0,0,0,0,5,0,1,0,42,0,0,0,0,0,232,0,0,0,0,0,0,0,1,0,1,0
3053086,1,3,1,6,2,2,0,16,0,11,0,0,0,0,1,141,0,3,0,3,2,4,2,3,0,0,0
3053087,1,0,0,0,0,14,0,14,0,3,0,0,0,0,0,180,0,0,0,0,0,0,0,2,0,0,0
3053088,1,0,0,0,0,7,0,1,0,16,0,0,0,0,0,238,0,0,1,0,2,2,0,0,0,0,0
3053089,0,0,0,0,0,9,0,5,0,0,0,0,0,1,0,256,0,0,0,0,1,1,0,0,0,1,0
3053090,0,0,0,0,0,26,0,3,0,19,0,1,0,1,0,251,0,0,0,0,0,0,0,1,0,0,0
3053091,0,0,0,0,1,5,0,18,0,5,0,0,0,0,0,386,1,0,0,1,0,0,0,0,1,0,0
3053092,2,2,0,6,2,13,1,28,0,12,1,3,0,2,0,232,0,0,0,3,0,0,2,1,4,0,0
3053093,2,0,0,2,2,25,1,7,1,29,0,2,0,1,0,110,0,5,0,7,1,2,2,2,0,0,1
3053094,1,1,0,0,0,329,0,2,0,107,0,0,0,0,0,53,1,0,0,2,0,1,1,0,0,0,0
3053095,0,0,0,1,0,37,0,12,0,12,0,0,0,1,0,304,1,0,0,0,0,0,0,0,1,0,9
3053096,1,0,0,1,0,11,0,58,0,15,0,1,0,1,1,116,0,0,0,1,0,2,1,0,0,0,4
3053097,0,0,0,1,0,18,0,2,0,11,0,0,0,0,0,160,0,0,0,0,0,1,0,0,0,0,0
3053098,0,1,0,0,2,2,0,30,0,6,0,0,0,0,0,112,0,0,0,0,0,1,0,0,1,1,0
3053099,1,0,0,0,1,2,0,127,0,1,0,0,0,1,0,134,0,0,0,0,0,1,0,0,0,0,0
3053100,0,0,0,0,3,0,0,55,0,2,0,0,0,0,0,203,0,0,0,1,0,0,0,0,2,0,1
3053101,0,0,0,0,0,4,0,5,0,5,0,0,0,0,0,104,0,0,0,0,0,0,0,1,0,0,0
3053102,0,4,1,2,1,13,0,73,0,2,0,1,0,4,0,78,0,0,0,3,1,1,1,1,0,0,0
3053103,2,1,2,0,1,3,0,5,0,7,0,1,0,1,0,278,0,0,0,2,0,1,0,1,3,2,2
3053104,0,0,0,0,0,22,1,10,0,22,1,0,0,0,1,220,0,0,0,0,0,0,0,0,0,0,3
3053105,0,1,1,0,2,50,1,37,0,80,0,0,1,1,1,227,0,1,1,1,0,1,0,1,3,0,0
3053106,1,0,0,2,2,80,0,6,0,22,0,1,0,0,0,301,0,0,0,0,0,0,0,0,0,0,1
3053107,0,0,0,1,0,82,0,3,0,13,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,1
3053108,1,0,0,0,0,218,0,4,1,7,0,3,0,0,0,215,0,0,0,1,0,1,0,0,0,0,0
3053109,0,0,0,0,0,12,0,1,0,18,0,1,0,0,0,177,0,0,0,0,0,0,0,0,0,2,0
3053110,1,0,0,1,0,14,0,5,0,55,0,0,0,0,0,348,0,0,0,0,0,0,0,0,1,0,1
3053111,2,0,1,0,0,5,0,28,0,34,0,0,0,0,0,294,0,0,0,0,1,0,0,0,0,0,2
3053112,0,0,0,0,0,12,0,10,0,5,0,1,0,0,0,136,0,0,0,0,1,0,0,0,0,0,1
3053113,0,0,0,0,0,52,0,2,0,13,0,1,0,0,0,330,0,0,0,0,0,0,0,0,0,0,0
3053114,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0
3053115,3,1,1,1,1,57,0,7,0,31,1,3,0,2,0,198,2,0,1,4,0,0,2,1,0,2,5
3053116,0,0,0,0,3,71,0,8,0,15,0,1,0,0,0,582,0,1,0,0,0,0,0,0,0,0,1
3053117,3,0,0,0,0,125,1,19,1,67,0,0,0,0,0,149,1,0,0,0,0,0,1,0,0,0,1
3053118,0,0,0,0,1,27,0,15,0,39,0,4,0,0,0,197,0,0,0,2,2,0,0,0,1,0,0
3053119,0,0,2,0,2,5,0,1,0,10,1,1,0,0,0,222,1,0,0,0,0,0,1,1,0,0,2
3053120,0,0,0,0,0,22,0,1,0,5,0,0,0,0,0,326,0,0,0,0,0,0,0,0,0,0,0
3053121,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,303,0,0,0,0,0,0,0,0,0,0,0
3053122,1,1,1,0,1,16,0,19,0,2,0,1,0,1,0,140,1,0,0,4,0,0,3,0,0,0,3
3053123,0,0,0,1,0,15,2,5,0,11,0,5,0,3,0,81,0,1,0,1,1,0,0,0,0,0,0
3053124,0,0,0,0,0,5,0,23,0,33,0,0,0,0,0,192,1,0,0,0,0,0,1,1,0,0,0
3053125,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0
3053126,1,0,0,0,0,6,0,1,0,3,0,0,0,1,0,237,0,0,0,0,0,0,0,0,0,0,0
3053127,1,0,0,2,0,9,0,16,2,1,0,1,0,3,0,443,0,0,0,2,0,0,0,0,1,0,0
3053128,0,0,0,0,0,3,0,23,0,22,0,0,0,1,0,253,0,0,0,0,0,0,0,0,0,0,0
3053129,0,0,0,0,0,1,0,11,0,4,0,1,0,0,0,186,0,0,0,0,0,1,0,0,0,1,0
3053130,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0
3053131,0,0,0,0,0,0,0,12,0,26,0,0,0,0,0,391,0,0,0,0,0,0,0,0,0,0,0
3053132,0,0,0,0,0,0,0,6,0,15,0,0,0,0,0,639,0,0,0,1,0,0,0,0,0,0,0
3053133,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0
3053134,2,0,0,0,0,0,0,6,0,3,0,0,0,1,1,85,0,1,0,0,0,0,0,1,0,1,0
3053135,0,0,0,0,0,1,0,2,0,9,0,0,0,0,1,141,0,0,0,1,0,0,0,0,0,0,0
3053136,1,0,0,1,1,15,0,8,0,8,1,1,0,2,1,132,0,3,0,3,1,1,0,1,0,0,0
3053137,1,0,1,0,0,9,0,8,0,6,0,1,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0
3053138,2,1,0,0,1,0,1,2,0,3,0,1,0,0,0,92,0,1,0,0,0,0,0,0,0,1,0
3053139,1,0,0,0,0,12,0,38,0,27,0,1,0,1,1,112,1,1,0,2,0,1,0,4,0,0,0
3053140,1,0,1,1,2,5,1,13,0,19,0,1,0,1,1,120,1,1,0,7,0,0,0,0,0,2,0
3053141,1,1,2,2,2,45,1,10,1,22,2,1,1,1,0,238,1,1,1,1,1,1,1,3,1,1,0
3053142,1,0,0,0,1,29,0,22,0,6,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0
3053143,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,324,0,1,0,0,0,0,0,1,0,2,0
3053144,0,0,0,0,0,2,0,47,0,5,0,0,0,0,0,189,0,0,0,0,1,0,0,1,0,0,2
3053145,0,1,0,0,0,14,0,4,0,1,0,0,0,0,0,82,0,1,0,1,0,0,0,3,0,0,4
3053146,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,240,0,0,0,1,0,0,0,0,0,0,0
3053147,1,0,0,0,0,10,0,8,0,7,0,1,0,0,0,302,0,1,0,0,0,0,0,0,0,0,0
3053148,0,0,0,0,0,8,0,1,0,15,0,0,0,1,0,73,1,0,0,0,0,1,0,0,0,0,2
3053149,0,0,0,0,0,2,0,2,9,11,0,0,1,1,1,339,1,1,0,3,0,1,1,0,1,1,4
3053150,1,1,1,0,0,25,0,54,0,26,1,1,0,0,0,264,0,0,0,0,0,0,0,0,0,1,5
3053151,0,0,0,0,0,4,0,74,0,4,0,0,0,0,0,545,0,0,0,2,0,1,0,0,1,0,8
3053152,0,0,0,0,0,12,0,4,0,9,0,0,0,1,0,227,1,0,0,0,0,0,0,0,1,0,1
3053153,0,1,0,0,0,30,0,10,0,15,0,0,0,1,0,280,0,0,0,0,0,0,0,0,0,0,0
3053154,1,0,0,0,0,7,1,9,0,35,1,0,0,0,1,472,0,0,0,0,3,0,0,0,1,1,0
3053155,0,0,0,0,0,10,0,5,0,4,1,0,0,0,0,96,0,0,0,1,0,1,0,0,0,0,0
3053156,1,0,0,0,1,2,0,5,0,4,0,0,0,0,0,47,1,0,0,2,0,0,0,1,0,0,0
3053157,0,0,0,0,0,21,0,5,0,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0
3053158,1,0,0,0,0,12,1,1,0,46,0,0,0,0,0,182,0,0,0,1,0,0,0,0,0,0,0
3053159,0,0,0,0,0,7,0,14,0,7,0,0,0,0,0,90,0,1,0,0,0,0,0,0,0,1,0
3053160,1,0,0,0,0,6,0,4,0,4,0,0,0,0,0,254,0,0,0,1,0,0,0,0,0,0,0
3053161,0,0,0,0,0,1,0,2,0,2,0,0,0,1,0,161,0,0,0,0,0,0,0,0,1,0,0
3053162,0,0,0,0,0,23,0,8,0,9,0,0,1,1,0,375,1,0,0,0,0,0,1,1,0,0,1
3053163,0,0,0,1,0,1,1,6,0,10,0,3,0,1,0,163,1,0,0,2,0,2,1,1,1,0,0
3053164,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0
3053165,2,1,0,2,1,30,1,64,1,9,0,0,0,0,0,179,0,0,0,1,1,0,0,1,1,0,0
3053166,0,0,0,0,0,3,0,28,0,10,0,0,0,0,0,208,0,1,0,0,0,0,0,0,0,0,2
3053167,2,3,0,1,5,36,2,19,1,10,3,2,0,3,1,491,1,2,1,4,0,1,5,1,6,0,0
3053168,6,0,0,0,0,14,0,28,0,147,0,2,0,1,0,523,0,0,0,0,0,0,0,0,2,1,7
3053169,0,0,0,0,0,5,0,23,0,14,0,0,0,0,0,214,0,0,0,1,0,0,0,0,0,2,0
3053170,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,258,0,0,0,0,0,0,1,1,1,0,2
3053171,0,0,2,0,0,11,0,7,0,9,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0
3053172,0,1,0,1,0,14,1,8,0,2,0,1,0,0,1,174,0,0,0,3,0,1,0,0,0,0,0
3053173,0,0,0,0,0,8,0,9,0,15,0,0,0,0,0,196,0,0,0,1,0,0,0,1,2,0,1
3053174,1,0,0,3,1,54,0,8,0,18,0,1,0,2,0,129,1,0,0,1,0,0,0,2,0,1,1
3053175,0,0,0,2,1,14,0,8,0,11,0,0,0,0,0,212,0,0,0,2,0,1,0,0,0,1,0
3053176,0,0,0,0,0,2,0,6,0,29,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0
3053177,0,0,0,0,0,1,0,14,0,6,0,0,0,0,0,57,0,0,0,0,0,1,0,0,0,1,0
3053178,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,1
3053179,2,0,0,0,1,0,0,0,0,32,0,0,0,1,0,246,0,0,0,0,0,0,0,2,0,0,0
3053180,0,2,0,0,0,0,0,3,0,12,0,1,1,0,0,316,0,0,0,1,0,0,0,0,0,0,0
3053181,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,182,0,0,0,1,0,0,0,1,1,0,0
3053182,0,0,0,1,0,1,0,11,0,2,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0
3053183,2,2,0,2,3,11,2,2,1,33,2,0,1,0,0,241,1,1,0,2,0,0,0,0,0,1,0
3053184,3,0,2,1,2,48,0,3,1,67,1,5,0,0,0,121,1,2,2,3,1,0,1,1,2,2,1
3053185,0,0,1,0,0,18,0,2,0,7,0,0,0,0,0,135,0,0,0,2,0,0,0,0,0,0,0
3053186,0,1,0,1,0,2,0,8,1,21,0,1,0,0,0,114,0,0,0,1,1,0,0,0,0,0,1
3053187,0,0,1,0,0,24,1,6,0,13,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0
3053188,0,0,0,0,0,1,0,38,0,7,0,0,0,0,0,269,0,0,0,0,0,0,1,0,1,0,0
3053189,0,0,0,1,0,8,0,3,0,7,0,2,0,0,1,110,1,1,0,4,1,1,1,0,1,0,0
3053190,0,0,0,1,0,17,0,5,0,0,0,0,0,0,0,303,0,0,0,0,0,0,0,0,0,0,1
3053191,1,2,0,1,1,8,0,7,0,9,0,0,0,0,1,83,1,0,0,3,0,0,0,1,0,1,3
3053192,1,0,0,0,0,26,0,17,0,33,0,1,0,1,0,224,0,0,0,1,0,0,1,1,0,0,0
3053193,0,1,0,0,0,4,0,3,0,7,0,0,0,1,0,93,0,0,1,1,1,0,0,1,0,0,0
3053194,0,3,0,0,1,96,1,12,0,21,0,0,0,0,2,160,1,0,0,2,1,2,0,1,0,1,3
3053195,1,0,0,1,1,23,0,22,0,20,0,0,0,0,0,225,0,0,0,1,0,1,0,1,3,0,6
3053196,1,0,0,1,0,72,0,17,0,37,1,2,0,0,1,278,0,0,0,0,1,0,2,0,0,2,2
3053197,0,0,0,0,1,43,1,5,0,19,0,3,0,0,0,84,0,0,0,0,0,0,0,0,0,0,1
3053198,0,1,0,0,0,18,0,34,1,4,0,1,0,2,0,448,0,1,0,1,0,0,0,2,2,0,1
3053199,0,0,0,0,0,21,0,37,1,5,0,0,0,0,0,437,0,0,0,1,0,0,0,0,0,0,1
3053200,1,3,0,9,3,82,1,28,1,42,0,0,0,0,0,562,0,0,0,1,1,0,0,0,0,1,1
3053201,0,1,1,0,1,23,0,54,0,10,0,0,0,1,0,648,0,2,0,0,1,0,1,1,0,0,1
3053202,3,0,0,2,1,14,0,53,0,18,0,1,1,0,0,564,1,1,1,1,1,0,0,1,2,1,0
3053203,0,2,1,3,0,23,0,39,0,14,1,2,0,0,0,522,3,1,0,5,1,0,0,1,2,2,0
3053204,0,1,0,2,3,18,0,31,0,7,0,0,0,0,0,429,0,1,0,2,0,2,3,4,1,1,2
3053205,1,1,0,5,0,18,0,11,0,7,0,0,0,0,0,196,1,0,0,0,0,0,1,0,1,0,0
3053206,0,0,1,8,2,102,1,28,1,62,1,1,0,1,0,451,0,0,0,1,0,0,1,2,0,0,2
3053207,2,0,1,1,3,15,1,26,3,13,0,1,0,0,0,280,0,0,0,1,1,0,0,0,0,0,4
3053208,2,1,0,0,0,11,0,28,2,16,0,2,0,0,0,683,0,0,0,0,0,0,0,0,0,0,0
3053209,0,1,0,3,0,69,0,11,0,28,0,2,0,1,0,197,0,1,0,5,0,2,0,0,1,0,1
3053210,2,0,0,0,1,164,0,57,0,12,1,0,0,1,0,373,2,0,0,0,0,0,2,0,1,0,3
3053211,0,2,1,3,2,33,0,45,0,10,0,2,0,1,1,572,3,0,0,0,0,0,0,1,0,0,3
3053212,0,3,0,4,1,66,0,24,0,9,0,0,0,0,0,210,1,1,0,0,0,0,2,0,0,0,0
3053213,0,5,0,1,2,32,0,30,0,33,0,3,0,1,0,268,0,1,0,2,0,2,1,0,0,1,4
3053214,0,1,0,12,1,16,2,38,1,14,1,1,0,2,0,419,0,1,0,3,0,1,2,2,3,2,0
3054002,0,0,0,0,0,1,0,0,0,364,0,0,0,1,0,154,0,0,0,0,0,0,0,0,0,0,0
3054003,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0
3054004,1,0,0,0,0,23,0,0,0,60,0,0,0,0,0,573,0,0,0,0,0,0,0,0,0,0,0
3054005,0,0,0,0,0,0,0,110,0,56,0,0,0,1,0,338,0,0,0,1,0,0,0,0,3,0,0
3054006,0,0,0,0,0,0,0,7,0,36,0,0,0,0,0,715,0,0,0,0,0,0,0,0,0,0,0
3054007,0,0,0,0,0,0,0,2,0,31,0,0,0,0,0,392,0,0,0,0,0,0,0,0,0,0,0
3054008,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,483,0,0,0,0,0,0,0,0,0,0,2
3054009,1,0,0,2,0,0,0,3,0,40,0,0,0,0,0,329,1,1,0,2,0,0,0,1,0,1,0
3054011,0,0,0,0,0,0,0,2,0,137,0,0,0,0,0,442,0,0,0,0,0,0,0,0,0,0,0
3054012,4,2,1,1,0,0,0,19,0,98,0,0,0,0,0,952,0,0,0,0,0,0,0,0,0,1,0
3054013,0,1,0,3,1,0,1,1,0,42,0,0,0,0,0,461,0,0,0,1,0,0,1,1,0,0,17
3054014,0,0,0,0,0,7,0,9,0,51,0,1,0,0,0,548,0,0,0,0,0,6,0,0,0,0,1
3054018,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,452,0,0,0,0,0,0,0,0,0,0,0
3054019,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0
3054020,0,0,0,0,0,1,0,0,0,17,0,0,0,0,0,989,0,0,0,0,0,0,0,0,0,0,0
3054021,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,351,0,0,0,0,0,0,0,0,0,0,0
3054022,2,1,0,0,0,15,0,4,0,69,1,0,0,0,0,992,0,0,0,0,0,0,0,0,0,0,4
3054023,0,0,0,0,0,10,0,1,0,102,0,0,0,0,0,425,0,0,0,0,0,0,0,0,0,0,1
3054024,0,0,0,1,0,0,0,0,0,41,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0
3054025,0,0,0,0,0,4,0,0,0,40,0,0,0,0,0,391,0,1,0,0,0,0,0,0,0,0,0
3054026,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,186,0,0,0,0,0,0,0,1,0,0,0
3054027,0,1,0,0,0,12,0,44,0,46,0,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0,1
3054028,0,0,0,0,0,5,0,1,0,224,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0
3054030,0,0,0,4,1,2,1,3,0,166,0,0,0,1,0,265,0,0,0,1,0,1,1,0,0,0,1
3054032,0,0,0,0,0,0,0,2,0,129,0,0,0,0,0,433,0,0,0,0,0,2,0,0,0,0,0
3054033,0,0,0,0,0,0,0,4,0,51,0,1,0,0,0,511,1,1,1,1,0,0,0,2,1,0,0
3054034,0,0,0,0,0,0,0,1,0,154,0,0,0,0,0,807,0,0,0,0,0,0,0,0,0,0,0
3054035,1,1,1,0,0,0,0,1,0,816,0,0,0,1,1,158,2,0,0,1,0,1,0,2,0,0,0
3054036,0,0,0,0,0,0,0,1,0,173,0,0,0,0,0,877,0,0,0,1,0,0,0,0,0,0,0
3054037,0,0,0,0,0,2,1,1,0,98,0,0,0,1,0,679,0,1,0,0,0,0,0,0,0,1,17
3054038,0,0,0,0,0,1,0,0,0,801,0,0,0,0,0,154,0,0,0,1,0,0,0,0,0,0,0
3054039,1,0,0,0,0,0,0,0,0,220,0,0,0,0,0,719,0,0,0,0,0,0,0,0,0,0,0
3054040,1,0,0,0,0,0,0,5,0,14,0,0,0,1,0,424,0,0,0,0,1,0,0,0,0,0,0
3054041,0,0,0,0,0,0,0,3,0,279,0,0,0,0,0,785,0,0,0,0,0,1,0,0,1,1,0
3054042,0,0,0,0,0,0,0,7,0,81,0,1,0,0,0,617,0,0,0,0,0,0,0,0,0,0,0
3054043,15,1,0,4,1,3,1,0,0,234,1,0,0,6,0,220,3,0,0,0,0,1,0,0,2,2,2
3054044,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,293,0,0,0,0,0,0,0,1,0,0,0
3054045,2,1,0,1,1,59,1,8,0,255,1,5,1,5,2,666,1,0,1,1,2,1,1,0,5,1,2
3054046,1,0,0,0,0,0,0,21,0,58,0,0,0,0,0,347,0,0,0,0,0,0,0,0,0,0,0
3054047,0,0,0,0,0,0,0,2,0,354,0,0,0,0,0,501,0,0,0,0,0,1,0,0,0,0,0
3054048,0,0,0,0,0,2,0,18,0,26,0,0,0,0,0,458,0,0,0,0,0,0,0,0,0,0,0
3054049,2,0,0,1,0,27,1,2,0,511,0,0,1,2,0,473,1,1,0,1,0,0,1,2,0,0,0
3054050,0,0,0,0,0,2,0,72,0,153,0,1,0,0,0,1672,0,0,0,1,0,0,0,2,1,1,0
3054052,0,0,0,0,0,24,0,112,0,212,0,3,0,0,0,404,1,0,0,0,0,0,1,0,2,1,5
3054053,0,0,0,0,0,0,0,0,0,303,0,0,0,0,2,299,0,0,0,0,0,0,0,1,0,0,0
3054054,0,0,0,0,0,1,0,44,2,93,0,0,0,0,0,952,0,0,0,0,0,0,0,1,0,0,0
3054055,0,0,0,1,0,17,0,130,0,188,0,0,0,0,0,1076,0,0,0,0,0,0,0,0,0,0,0
3054057,0,0,0,0,0,1,0,55,19,86,0,0,0,0,0,337,0,0,1,0,0,0,0,0,0,0,1
