voting_site_id,1_1_1_128_248,1_1_1_129_249,1_1_1_130_250,1_1_1_131_251,1_1_1_132_252,1_1_1_133_253,1_1_1_134_254,1_1_1_135_255,1_1_1_136_256,1_1_1_137_257,1_1_1_138_258,1_1_1_139_259,1_1_1_140_260,1_1_1_141_261,1_1_1_142_262,1_1_1_143_263,1_1_1_144_264,1_1_1_145_265,1_1_1_146_266,1_1_1_147_267,1_1_1_148_268,1_1_1_149_269,1_1_1_150_270,1_1_1_151_271,1_1_1_152_272,1_1_1_153_273,1_1_1_999_999
9024031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608,0,0,0,0,0,0,0,0,0,0,0
9024032,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,648,0,0,0,0,0,0,0,1,0,0,0
9024033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,0,0,0,0,0,0,0,0,0,0,0
9024034,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,502,0,0,0,0,0,0,0,0,0,0,0
9024035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037,0,0,0,0,0,0,0,0,0,0,0
9024036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1104,0,0,0,0,0,0,0,0,0,0,0
9024037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713,0,0,0,1,0,0,0,0,0,0,0
9024038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0
9024041,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,669,0,0,0,0,0,0,0,0,0,0,0
9024042,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,797,0,0,0,0,0,0,0,0,0,0,0
9024043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602,0,0,0,0,0,0,0,0,0,0,0
9024044,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,858,0,0,0,0,0,0,0,0,0,0,0
9024045,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,395,0,0,0,0,0,0,0,0,0,0,0
9024046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0
9024047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0
9024048,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,858,0,0,0,0,0,1,0,0,0,0,0
9024049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0
9024051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,907,0,0,0,0,0,0,0,0,0,0,5
9024052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,0,0,0,0,0,0,0,0,0,0,0
9024053,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,901,0,0,0,0,0,0,0,0,0,0,1
9024055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,964,0,0,0,0,0,0,0,0,0,0,0
9024056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,453,0,0,0,0,0,0,0,0,0,0,0
9024057,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,746,0,0,0,0,0,0,0,1,0,0,3
9024058,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,899,0,0,0,0,0,1,0,0,0,0,0
9024059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,0,0,0,0,0,0,0,0,0,0,0
9024060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,0,0,0,0,0,0,0,0,0,0,0
9024061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1178,0,0,0,0,0,0,0,0,0,0,0
9024062,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,529,0,0,0,0,0,0,0,0,0,0,0
9024063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536,0,0,0,0,1,0,0,0,0,0,0
9024065,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,625,0,0,0,0,0,0,0,0,0,0,0
9024066,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,406,0,0,0,0,0,0,0,0,0,0,0
9024067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,0,0
9024068,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1110,0,0,0,0,1,0,0,0,0,0,0
9024069,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,420,0,0,0,0,0,0,0,0,0,0,0
9024071,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1159,0,0,0,0,0,6,0,0,0,0,0
9024072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,0,0,0,0,0,0,0,1,0,0,0
9024074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1058,0,3,0,0,0,0,0,0,0,0,0
9024075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594,0,0,0,0,0,0,0,0,0,0,0
9024076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,824,0,0,0,0,0,0,0,0,0,0,0
9024077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1202,0,0,0,0,0,0,0,0,0,0,0
9024079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,968,0,0,0,0,0,0,0,0,0,0,0
9024081,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,658,0,0,0,0,0,0,0,0,0,0,0
9024082,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1004,0,0,0,0,0,1,0,0,0,0,0
9024083,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,641,0,0,0,0,0,0,0,0,0,0,0
9024084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0
9024085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1121,0,0,0,0,0,0,0,0,0,0,0
9024086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,1,0,0,0,0,0
9024087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,0,0,0
9024088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0,1,0,0,0,0,0,0,0
9024089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,977,0,0,0,0,0,0,0,0,0,0,0
9024090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,0,0,0,0,0,0,0,0,0,0,0
9024091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,0,0,0,0,0,0,0,0,0,0,0
9024092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1227,0,0,0,0,0,0,0,1,0,0,0
9024095,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0
9024096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,0,0,0,0,0,0,0,0,0,0,1
9024100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,372,0,0,0,1,0,0,0,0,0,0,0
9024102,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,983,0,0,0,0,0,0,0,2,0,1,0
9024103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0
9024104,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,974,0,0,0,0,0,0,0,0,0,0,1
9024105,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,575,0,0,0,0,0,0,0,0,0,0,0
9024106,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,726,0,0,0,0,0,0,0,0,0,0,0
9024107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519,0,0,0,0,0,0,0,0,0,0,0
9024108,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,465,0,0,0,0,0,0,0,0,0,0,0
9024110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,0,0,0,0,0,0,0,0,0,0,0
9024111,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0
9024112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,0,0,0,0,0,0,0,0,0,0,0
9024114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0
9024116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0
9024117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,0,0,0,0,0,0,0,0,0,0,0
9024118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0
9024119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,0,0,0,0,0,0,0,0,0,0,0
9024120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0
9024123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0
9024124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0
9024125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0
9024127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604,0,0,0,0,0,0,0,0,0,0,2
9024128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0
9024129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0
9024130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,0,0,0,0,0,0,0,0,0,0,0
9024134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,0,0,0,0,0,0,0,0,0,0,0
9024135,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,651,0,0,0,0,0,0,0,0,0,0,7
9024138,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,788,0,0,0,0,0,0,0,0,0,0,0
9024139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1026,0,0,0,0,0,1,0,0,0,0,0
9024141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807,0,0,0,0,0,0,0,0,0,0,0
9024142,1,0,0,2,0,0,0,0,0,3,1,0,0,0,0,403,1,0,0,0,0,0,0,1,0,0,0
9024144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523,0,0,0,0,0,0,0,0,0,0,0
9024146,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0
9024147,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1001,0,0,0,0,0,0,0,1,0,0,0
9024148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0
9024149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,0,0,0,0,0,0,0,0,0,0,0
9024150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679,0,0,0,0,0,0,0,0,0,0,0
9024152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,0,0,0,0,0,0,0,0,0,0,0
9024153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,345,0,2,0,0,0,2,0,2,0,0,0
9024154,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1096,0,0,0,0,0,0,0,0,0,0,0
9024156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0
9024160,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,408,0,0,0,0,0,0,1,0,0,0,0
9024161,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,247,0,0,0,1,0,0,0,0,0,0,0
9024162,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1236,0,0,0,0,0,1,0,0,0,0,0
9024165,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,392,0,0,0,0,0,0,0,0,0,0,0
9024166,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1135,1,0,0,0,0,0,1,0,0,0,1
9024168,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,407,0,0,0,0,0,0,0,0,0,0,0
9024169,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,524,0,0,0,0,0,0,0,0,0,0,0
9024170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763,0,0,0,0,0,0,0,0,0,0,0
9024171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634,0,0,0,0,0,0,0,0,0,0,0
9024173,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,483,0,0,0,0,0,0,0,1,0,0,0
9024174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,894,0,0,0,0,0,0,0,0,0,0,0
9024175,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,497,0,0,0,0,0,0,0,0,0,0,0
9024178,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,400,0,0,0,0,0,0,0,0,0,0,0
9024179,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,693,0,0,0,0,0,1,0,0,0,0,0
9024181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,0,0,0,0,0,0,0,0,0,0,0
9024182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566,0,0,0,0,0,0,0,0,0,0,0
9024183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,936,0,0,0,0,0,0,0,0,0,0,0
9024184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0
9024186,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1092,0,0,0,0,0,0,0,1,0,0,1
9024187,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,273,0,0,0,0,0,1,0,0,0,0,0
9024188,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,388,0,0,0,0,0,0,0,0,0,0,1
9024189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637,0,0,0,0,0,0,0,0,0,0,0
9024190,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0
9024191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518,0,0,0,0,0,0,0,0,0,0,0
9024193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1004,0,0,0,0,0,0,0,0,0,0,0
9024194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732,0,0,0,1,0,0,0,0,0,0,0
9024195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,0,0,0
9024197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0
9024198,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,311,0,0,0,0,0,0,0,0,0,0,0
9024199,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,583,0,0,0,0,0,0,0,0,0,0,0
9024200,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,646,0,0,0,0,0,0,0,0,0,0,0
9024201,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,641,0,0,0,0,0,0,0,0,0,0,0
9024203,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1026,0,0,0,0,0,0,0,0,0,0,0
9024204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1126,0,0,0,0,0,0,0,0,0,0,1
9024205,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,1,0
9024207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568,0,0,0,0,0,0,0,0,0,0,0
9024208,0,0,1,0,0,0,0,2,0,1,0,0,0,1,0,1398,0,0,0,0,0,1,0,0,0,0,0
9024210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,0,0,0,0,1,0,0,0,0,0,0
9024211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,0,0,0,0,0,0,0,0,0,0,0
9024212,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1084,0,0,0,0,0,0,0,0,0,0,0
9024213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,707,0,0,0,0,0,0,0,0,0,0,0
9024214,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,848,0,0,0,0,0,0,0,0,0,0,0
9024217,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1134,0,0,0,0,0,0,0,0,0,0,0
9024218,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,854,0,0,0,0,0,0,0,0,0,0,0
9024219,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,369,0,0,0,0,0,0,0,0,0,0,0
9024220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0,1,0,0,0,0,0,0,0,0
9024221,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1579,0,0,0,0,0,0,0,0,0,0,0
9024223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,0,0,0,0,0,0,0,0,0,0,0
9024224,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,976,0,0,0,0,0,0,0,0,0,0,1
9024225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0
9024226,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,844,0,0,0,0,0,0,0,0,0,0,0
9024227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740,0,0,0,0,0,0,0,0,0,0,0
9024228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,0,0,0,0,0,0,0,0,0,0,0
9024229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,904,0,1,0,0,0,0,0,0,0,0,0
9024230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449,0,0,0,0,0,0,0,0,0,0,0
9025001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0
9025002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683,0,0,0,0,0,0,0,0,0,0,0
9025003,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0
9025004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,483,0,0,0,0,0,0,0,1,0,0,0
9025005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820,0,0,0,1,0,0,0,0,0,0,0
9025006,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,689,0,0,0,0,0,1,0,0,0,0,0
9025007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350,0,0,0,0,0,0,0,0,0,0,1
9025008,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,609,0,0,0,0,0,0,0,0,0,0,0
9025009,1,4,0,7,0,0,0,1,0,0,0,0,0,0,0,890,0,1,0,1,0,2,1,1,0,0,0
9025010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,0,0,0,0,0,0,0,0,0,0,0
9025011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0
9025012,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,548,0,0,0,0,0,1,0,0,0,0,0
9025013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896,0,0,0,0,0,0,0,0,0,0,0
9025014,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,442,0,0,0,0,0,0,0,0,0,0,0
9025015,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,789,0,0,0,1,0,0,0,0,0,0,0
9025016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864,0,0,0,0,0,0,0,0,0,0,0
9025017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,0,0,0,0,0,0,0,0,0,0,0
9025018,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0
9025019,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,386,0,0,0,0,0,0,0,1,0,0,0
9025020,0,0,1,7,0,2,0,0,0,1,0,0,0,0,0,328,1,0,0,2,0,1,0,0,1,0,0
9025021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,703,0,0,0,0,0,0,0,0,0,0,0
9025023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0
9025024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674,0,0,0,0,0,0,0,0,0,0,1
9025025,2,0,1,6,0,0,0,0,0,1,0,0,0,0,0,361,0,0,0,0,0,0,0,0,0,0,0
9025026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735,0,0,0,0,0,0,0,0,0,0,0
9025027,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,455,0,0,0,0,0,0,0,0,0,0,0
9025028,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,453,0,0,0,0,0,0,0,0,0,0,0
9025029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,0,0,0,0,0,0,0,0,0,0,0
9025030,0,0,0,6,0,0,0,0,1,2,0,0,0,0,0,670,1,0,0,0,0,1,0,0,1,0,1
9025031,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,316,0,1,0,1,0,0,0,0,0,0,0
9025032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,0,0,0,0,0,1,0,0,0,0,0
9025033,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,889,0,0,0,0,0,0,0,0,0,0,0
9025034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,954,0,0,0,0,0,0,0,0,0,0,0
9025035,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,542,0,0,0,0,0,0,0,0,0,0,0
9025036,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,982,0,0,0,0,0,0,0,0,0,0,0
9025037,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,790,0,1,0,0,1,0,0,0,0,0,0
9025038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,779,0,0,0,0,0,0,0,0,0,0,0
9025039,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,720,0,0,0,0,0,0,0,0,0,0,0
9025040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,781,0,0,0,0,0,0,0,0,0,0,0
9025041,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0
9025042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,0,0,0,0,0,0,0,0,0,0,0
9025043,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,0,0,0,0,0,0,0,0,0,0,0
9025044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,0,0,0,0,0,0,0
9025045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668,0,0,0,0,0,0,0,0,0,0,0
9025046,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,760,0,0,0,0,0,0,0,0,0,0,0
9025047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,0,0,0,0,0,0,0,0,0,0,0
9025048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0,0,1
9025049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,0,0,0,0,0,0,0,0,0,1,0
9025050,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,305,1,0,0,0,0,0,1,1,0,0,0
9025051,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1154,0,0,0,0,0,0,0,0,0,0,0
9025052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0
9025053,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,334,0,0,0,0,0,0,0,1,0,0,0
9025054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706,0,0,0,0,0,1,0,0,0,0,3
9025055,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,1136,0,0,0,1,1,1,0,0,0,0,0
9025056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,746,0,0,0,0,0,0,0,1,0,0,0
9025057,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,395,0,0,0,0,0,0,0,0,0,0,0
9025058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752,0,0,0,0,0,0,0,0,0,0,0
9025059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,0,0,0,0,0,0,0,1,0,0,0
9025060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,946,0,0,0,0,0,1,0,0,0,0,0
9025061,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,918,0,0,0,0,1,2,0,0,1,0,0
9025062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,0,0,0,0,0,0,0,0,0,0,0
9025064,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,577,0,0,0,0,0,0,0,0,0,0,0
9025067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,0,0,0,0,0,0,0,0,0,0,0
9025068,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,671,0,0,0,0,0,0,1,0,1,0,0
9025069,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1,315,0,0,0,0,0,1,0,1,0,1,0
9025070,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,601,0,0,0,0,0,0,0,0,0,0,0
9025071,1,0,0,7,0,0,0,4,0,1,0,2,0,0,0,609,0,2,0,0,0,3,0,1,1,0,0
9025072,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,981,0,0,0,0,0,0,0,0,0,0,0
9025073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,0,1,0,0,0,1,1,0,0,0,0
9025074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,0,0,0,0,0,0,0,0,0,0,0
9025075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,0,0,0,0,0,0,0,0,0,0,0
9025076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552,0,0,0,1,0,0,0,0,0,0,0
9025077,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,761,0,0,0,0,0,0,0,0,0,0,0
9025078,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,814,0,0,0,0,0,0,0,0,0,0,0
9025079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726,0,0,0,0,0,0,0,0,0,0,0
9025080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,951,0,0,0,0,0,0,0,0,0,0,0
9025082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0,0,0,0
9025083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744,1,0,0,0,0,0,0,0,0,0,0
9025084,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0
9025085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0,0,0
9025086,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,797,0,0,0,0,0,0,0,0,0,0,0
9025087,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,803,0,0,0,3,0,1,0,0,0,0,1
9025088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,0,0,0,0,0,0,0,0,0,0,0
9025090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861,0,0,0,0,0,0,0,0,0,0,0
9025091,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,818,0,0,0,0,0,0,0,0,0,0,0
9025092,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,789,0,0,0,0,0,0,0,0,0,0,0
